,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.4146341463414634,MS,0.34782608695652173,0.5,2021_08_17
1,-10,0.5853658536585366,MS,0.5,0.64,2021_08_17
2,-9,0.8048780487804879,MS,0.8095238095238095,0.8,2021_08_17
3,-8,0.9512195121951219,MS,0.9411764705882353,0.9583333333333334,2021_08_17
4,-7,0.975609756097561,MS,1.0,0.9615384615384616,2021_08_17
5,-6,0.9024390243902439,MS,0.92,0.875,2021_08_17
6,-5,0.9512195121951219,MS,0.9545454545454546,0.9473684210526315,2021_08_17
7,-4,0.926829268292683,MS,0.9545454545454546,0.8947368421052632,2021_08_17
8,-3,0.9512195121951219,MS,1.0,0.9310344827586207,2021_08_17
9,-2,0.975609756097561,MS,0.9411764705882353,1.0,2021_08_17
10,-1,0.8780487804878049,MS,0.8571428571428571,0.8888888888888888,2021_08_17
11,0,0.07317073170731707,MS,0.05,0.09523809523809523,2021_08_17
12,1,0.14634146341463414,MS,0.047619047619047616,0.25,2021_08_17
13,2,0.6097560975609756,MS,0.6666666666666666,0.55,2021_08_17
14,3,0.8292682926829268,MS,0.6842105263157895,0.9545454545454546,2021_08_17
15,4,0.9512195121951219,MS,1.0,0.9259259259259259,2021_08_17
16,5,0.925,MS,0.9047619047619048,0.9473684210526315,2021_08_17
17,6,0.95,MS,1.0,0.875,2021_08_17
18,7,0.975,MS,1.0,0.9583333333333334,2021_08_17
19,8,0.975,MS,1.0,0.95,2021_08_17
20,9,0.95,MS,0.9473684210526315,0.9523809523809523,2021_08_17
21,10,0.95,MS,0.9333333333333333,0.96,2021_08_17
