,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,1.0,1.0,0.0,0.0,self,1.0162379741668701,1.0,0.0,1.0,Lalo,20230316
1,1R,High,13.0,13.0,0.0,0.0,self,1.1832551956176758,1.0,1.0,2.0,Lalo,20230316
2,1R,Low,2.0,2.0,0.0,0.0,self,0.9997467994689941,1.0,2.0,3.0,Lalo,20230316
3,1R,Low,1.0,1.0,0.0,0.0,self,1.0166258811950684,1.0,3.0,4.0,Lalo,20230316
4,1R,Low,4.0,4.0,0.0,0.0,self,1.0161359310150146,1.0,5.0,6.0,Lalo,20230316
5,1R,Low,4.0,4.0,0.0,0.0,self,0.9834439754486084,1.0,6.0,7.0,Lalo,20230316
6,1R,Low,4.0,4.0,0.0,0.0,self,1.1998379230499268,1.0,8.0,9.0,Lalo,20230316
7,1R,Low,5.0,5.0,0.0,1.0,self,0.9825079441070557,-1.0,9.0,10.0,Lalo,20230316
8,1R,Low,3.0,3.0,0.0,0.0,self,0.9826598167419434,1.0,0.0,12.0,Lalo,20230316
9,1R,Low,2.0,2.0,0.0,0.0,self,1.0494930744171143,1.0,2.0,14.0,Lalo,20230316
10,1R,Low,8.0,8.0,0.0,0.0,self,1.1997261047363281,1.0,3.0,15.0,Lalo,20230316
11,1R,Low,8.0,8.0,0.0,0.0,self,0.9996719360351562,1.0,7.0,19.0,Lalo,20230316
12,1R,Low,1.0,1.0,0.0,0.0,self,0.9830081462860107,1.0,8.0,20.0,Lalo,20230316
13,1R,Low,4.0,4.0,0.0,0.0,self,0.9829027652740479,1.0,9.0,21.0,Lalo,20230316
14,1R,Low,1.0,1.0,0.0,0.0,self,0.9995419979095459,1.0,10.0,22.0,Lalo,20230316
15,1R,Med,9.0,9.0,0.0,1.0,self,1.266340970993042,-1.0,11.0,23.0,Lalo,20230316
16,1R,Low,3.0,3.0,0.0,0.0,self,1.0332551002502441,1.0,0.0,25.0,Lalo,20230316
17,1R,Low,3.0,3.0,0.0,0.0,self,0.9825968742370605,1.0,1.0,26.0,Lalo,20230316
18,1R,Low,2.0,2.0,0.0,0.0,self,0.9831769466400146,1.0,2.0,27.0,Lalo,20230316
19,1R,Low,1.0,1.0,0.0,0.0,self,0.9834461212158203,1.0,3.0,28.0,Lalo,20230316
20,1R,Low,6.0,6.0,0.0,0.0,self,1.0497710704803467,1.0,4.0,29.0,Lalo,20230316
21,1R,Low,3.0,3.0,0.0,0.0,self,0.9832298755645752,1.0,5.0,30.0,Lalo,20230316
