,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1678989704.149022,170,7.998191833496094,1,0,1,0,0.0,0.8,[2.0316081047058105],0.0,7.998191833496094,15,12,0,8.997339725494385,,,
1,1,1,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989714.915524,111,2.283208131790161,1,0,-1,0,0.15,1.0,[1.0501630306243896],1.0,2.283208131790161,1,1,0,3.2827751636505127,1R,0.0,1.0
2,2,2,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989720.6983712,109,6.949304103851318,1,0,-1,0,0.15,0.8666666666666667,[1.0162379741668701],1.0,6.949304103851318,15,13,0,7.948948860168457,1R,1.0,1.0
3,3,3,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989731.530695,119,3.100029945373535,1,0,-1,0,0.15,0.6666666666666666,[1.1832551956176758],1.0,3.100029945373535,3,2,0,4.116321086883545,1R,2.0,1.0
4,4,4,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989738.030221,108,2.2832698822021484,1,0,-1,0,0.15,1.0,[0.9997467994689941],1.0,2.2832698822021484,1,1,0,3.282606840133667,1R,3.0,1.0
5,5,5,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989743.8631198,109,6.9161460399627686,1,0,-1,0,0.15,0.6666666666666666,[1.0166258811950684],0.0,6.9161460399627686,15,10,0,7.915726900100708,1NR,4.0,1.0
6,6,6,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989754.4792478,108,4.283114194869995,1,0,-1,0,0.15,0.5714285714285714,[1.000011920928955],1.0,4.283114194869995,7,4,0,5.283529043197632,1R,5.0,1.0
7,7,7,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989762.379054,109,3.266796827316284,1,0,-1,0,0.15,1.0,[1.0161359310150146],1.0,3.266796827316284,4,4,0,4.265573978424072,1R,6.0,1.0
8,8,8,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989769.162096,107,7.082223176956177,1,0,-1,0,0.15,0.6,[0.9834439754486084],0.0,7.082223176956177,15,9,0,8.082448959350586,1NR,7.0,1.0
9,9,9,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989780.043726,112,5.299816846847534,1,0,-1,0,0.15,0.4,[1.0662448406219482],1.0,5.299816846847534,10,4,0,6.299280881881714,1R,8.0,1.0
10,10,10,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678989789.126726,120,4.782724142074585,1,0,-1,0,0.15,0.625,[1.1998379230499268],1.0,4.782724142074585,8,5,0,5.79955005645752,1R,9.0,1.0
11,11,11,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678989797.342662,107,7.08202075958252,1,0,-1,0,0.0,0.6666666666666666,[0.9825079441070557],0.0,7.08202075958252,15,10,0,8.081807851791382,1NR,10.0,1.0
12,12,12,[1.0],1.0,0,1.0,1.0,0,[1.0],1678989808.158706,108,3.932790994644165,1,0,1,0,0.15,0.5,[0.9997818470001221],1.0,3.932790994644165,6,3,0,4.932888031005859,1R,0.0,1.0
13,13,13,[1.0],1.0,0,1.0,1.0,0,[1.0],1678989815.674551,107,7.082458972930908,1,0,1,0,0.15,0.6666666666666666,[0.9826598167419434],0.0,7.082458972930908,15,10,0,8.099049091339111,1NR,1.0,1.0
14,14,14,[1.0],1.0,0,1.0,1.0,0,[1.0],1678989826.707466,120,2.7663769721984863,1,0,1,0,0.15,1.0,[1.1996450424194336],1.0,2.7663769721984863,2,2,0,3.766212224960327,1R,2.0,1.0
15,15,15,[1.0],1.0,0,1.0,1.0,0,[1.0],1678989832.873924,111,5.949537038803101,1,0,1,0,0.15,0.6666666666666666,[1.0494930744171143],1.0,5.949537038803101,12,8,0,6.949274063110352,1R,3.0,1.0
