,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.4827586206896552,L,0.4827586206896552,,20230316
1,-10,0.711864406779661,L,0.711864406779661,,20230316
2,-9,0.9152542372881356,L,0.9152542372881356,,20230316
3,-8,0.9661016949152542,L,0.9661016949152542,,20230316
4,-7,0.9661016949152542,L,0.9661016949152542,,20230316
5,-6,0.8983050847457628,L,0.8983050847457628,,20230316
6,-5,0.8983050847457628,L,0.8983050847457628,,20230316
7,-4,0.8813559322033898,L,0.8813559322033898,,20230316
8,-3,0.8305084745762712,L,0.8305084745762712,,20230316
9,-2,0.8813559322033898,L,0.8813559322033898,,20230316
10,-1,0.8813559322033898,L,0.8813559322033898,,20230316
11,0,0.15254237288135594,L,0.15254237288135594,,20230316
12,1,0.4745762711864407,L,0.4745762711864407,,20230316
13,2,0.8448275862068966,L,0.8448275862068966,,20230316
14,3,0.9827586206896551,L,0.9827586206896551,,20230316
15,4,0.9827586206896551,L,0.9827586206896551,,20230316
16,5,0.9482758620689655,L,0.9482758620689655,,20230316
17,6,0.8793103448275862,L,0.8793103448275862,,20230316
18,7,0.8448275862068966,L,0.8448275862068966,,20230316
19,8,0.8448275862068966,L,0.8448275862068966,,20230316
20,9,0.8793103448275862,L,0.8793103448275862,,20230316
21,10,0.9310344827586207,L,0.9310344827586207,,20230316
