,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj
266,266,1693246113.452854,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246115.471545,121,3.4517741203308105,1,0,1,1,0.15,0.75,"[1.2172341346740723, 1.0164082050323486]",1.0,3.4517741203308105,4,3,1.850283082060937,0,4.4496259689331055,2023_08_28_14_08_32,267,"[0, 0]","[2, 3]","[0, 0]","[2, 6]",1R,1R,8.0,9
267,267,1693246120.502506,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246124.1536808,219,8.76612401008606,1,0,1,1,0.15,0.8,"[2.8501169681549072, 0.9832289218902588]",0.0,8.76612401008606,15,12,1.845526918145621,0,9.765748977661133,2023_08_28_14_08_39,268,"[1, 0]","[1, 2]","[1, 0]","[1, 5]",1NR,1NR,9.0,10
268,268,1693246133.101689,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1693246135.054546,117,7.049511909484863,1,0,-1,1,0.0,0.6666666666666666,"[1.1495890617370605, 1.0830979347229004]",0.0,7.049511909484863,15,10,1.6870005645995665,0,8.049661874771118,2023_08_28_14_08_52,269,"[0, 1]","[5, 1]","[0, 0]","[5, 4]",1NRO,2NR,10.0,11
269,269,1693246143.901011,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246146.535519,158,7.933099985122681,1,0,-1,-1,0.0,0.6,"[1.5000340938568115, 1.833184003829956]",0.0,7.933099985122681,15,9,2.236027371553651,0,8.949174880981445,2023_08_28_14_09_02,270,"[0, 0]","[4, 3]","[0, 0]","[4, 3]",2NRO,3NR,11.0,12
270,270,1693246155.63319,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246158.034492,144,4.850507020950317,1,0,-1,-1,0.15,0.8571428571428571,"[1.6000230312347412, 1.0338070392608643]",1.0,4.850507020950317,7,6,1.5332526766133463,0,5.850375175476074,2023_08_28_14_09_14,271,"[0, 0]","[3, 2]","[0, 0]","[3, 2]",1R,1R,0.0,1
271,271,1693246164.149151,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246166.050744,114,6.999971866607666,1,0,-1,-1,0.15,0.9333333333333332,"[1.1001551151275635, 1.0333609580993652]",0.0,6.999971866607666,15,14,1.390182998512519,0,7.999691009521484,2023_08_28_14_09_23,272,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",1NR,1NR,1.0,2
272,272,1693246174.881925,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1693246177.034552,129,7.266759872436523,1,0,-1,1,0.15,0.8,"[1.350024938583374, 1.067209005355835]",0.0,7.266759872436523,15,12,1.6160420924028358,0,8.266072750091553,2023_08_28_14_09_33,273,"[1, 0]","[1, 3]","[1, 1]","[1, 1]",2NR,2NR,2.0,3
273,273,1693246185.898476,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246187.84893,117,7.065598964691162,1,0,1,1,0.0,0.7333333333333333,"[1.1506729125976562, 1.133725881576538]",0.0,7.065598964691162,15,11,1.7869842927946125,0,8.065083742141724,2023_08_28_14_09_44,274,"[0, 0]","[3, 2]","[0, 0]","[12, 2]",1NRO,3NR,3.0,4
274,274,1693246196.713669,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246198.51491,108,6.917086124420166,1,0,1,1,0.0,0.6,"[0.9836370944976807, 1.0008001327514648]",0.0,6.917086124420166,15,9,2.156215575891046,0,7.916032791137695,2023_08_28_14_09_55,275,"[0, 1]","[2, 1]","[0, 1]","[11, 1]",2NRO,4NR,4.0,5
275,275,1693246207.363296,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1693246210.5652878,192,6.300625801086426,0,1,-1,1,0.15,0.7777777777777778,"[2.3994669914245605, 0.999629020690918]",1.0,6.300625801086426,9,7,1.6754303876360097,0,7.299401044845581,2023_08_28_14_10_06,276,"[1, 0]","[1, 10]","[0, 0]","[10, 10]",1R,1R,5.0,6
276,276,1693246217.362854,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246220.780554,205,4.215967893600464,0,1,-1,-1,0.15,1.0,"[2.615795135498047, 1.0157909393310547]",1.0,4.215967893600464,2,2,1.5468787533687671,0,5.215557098388672,2023_08_28_14_10_16,277,"[0, 0]","[9, 9]","[0, 0]","[9, 9]",1R,1R,6.0,7
277,277,1693246225.228815,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246227.213496,119,2.48452091217041,1,0,-1,-1,0.15,1.0,"[1.1829509735107422, 1.0162880420684814]",1.0,2.48452091217041,1,1,1.66576524653222,0,3.484269857406616,2023_08_28_14_10_24,278,"[0, 0]","[8, 8]","[0, 0]","[8, 8]",1R,1R,7.0,8
278,278,1693246231.2620091,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246233.062731,108,3.8998498916625977,1,0,-1,-1,0.15,0.6666666666666666,"[0.9827609062194824, 0.9996228218078613]",1.0,3.8998498916625977,6,4,1.5230861442854045,0,4.899585008621216,2023_08_28_14_10_30,279,"[0, 0]","[7, 7]","[0, 0]","[7, 7]",1R,1R,8.0,9
279,279,1693246238.777514,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246240.6122282,110,2.600053071975708,1,0,-1,-1,0.15,0.5,"[0.9841232299804688, 1.0347089767456055]",1.0,2.600053071975708,2,1,1.7565576774003977,0,3.5995240211486816,2023_08_28_14_10_37,280,"[0, 0]","[6, 6]","[0, 0]","[6, 6]",1R,1R,9.0,10
280,280,1693246244.943625,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246246.761796,109,3.284848213195801,0,1,-1,-1,0.15,0.75,"[1.016948938369751, 0.9835052490234375]",1.0,3.284848213195801,4,3,0.9794899881245144,0,4.2839438915252686,2023_08_28_14_10_43,281,"[0, 0]","[5, 5]","[0, 0]","[5, 5]",1R,1R,10.0,11
281,281,1693246251.810001,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246253.877704,124,3.501636028289795,1,0,-1,-1,0.15,0.5,"[1.2663190364837646, 0.9833519458770752]",1.0,3.501636028289795,4,2,1.3185224924218315,0,4.500226974487305,2023_08_28_14_10_50,282,"[0, 0]","[4, 4]","[0, 0]","[4, 4]",1R,1R,11.0,12
282,282,1693246258.90929,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246260.77874,112,3.650844812393189,1,0,-1,-1,0.15,0.8,"[1.0679569244384766, 0.999863862991333]",1.0,3.650844812393189,5,4,1.7628084184981612,0,4.650586128234863,2023_08_28_14_10_57,283,"[0, 0]","[3, 3]","[0, 0]","[3, 3]",1R,1R,12.0,13
283,283,1693246266.160703,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246268.010347,111,7.147846221923828,0,1,-1,-1,0.0,0.7333333333333333,"[0.9819011688232422, 1.04807710647583]",0.0,7.147846221923828,15,11,2.116244851103422,0,8.147642135620117,2023_08_28_14_11_05,284,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1NR,1NR,13.0,1
284,284,1693246277.05955,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246279.009693,117,7.082392930984497,1,0,-1,-1,0.0,0.7333333333333333,"[1.1485309600830078, 1.0151500701904297]",0.0,7.082392930984497,15,11,1.451538188353138,0,8.08121109008789,2023_08_28_14_11_16,285,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NR,2NR,14.0,2
285,285,1693246287.891621,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246289.7430751,111,4.64949369430542,1,0,1,1,0.15,0.625,"[0.9827978610992432, 1.0513999462127686]",1.0,4.64949369430542,8,5,2.2706702245007087,0,5.649046897888184,2023_08_28_14_11_26,286,"[0, 0]","[8, 10]","[0, 0]","[8, 10]",1R,1R,0.0,3
286,286,1693246296.1905138,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246298.241468,123,2.899810075759888,1,0,1,1,0.15,0.5,"[1.2516999244689941, 1.0001721382141113]",1.0,2.899810075759888,2,1,1.3075162229864252,0,3.899863004684448,2023_08_28_14_11_35,287,"[0, 0]","[7, 9]","[0, 0]","[7, 9]",1R,1R,1.0,4
287,287,1693246302.67345,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246304.823991,129,5.31657600402832,1,0,1,1,0.15,0.7777777777777778,"[1.3493340015411377, 0.9831159114837646]",1.0,5.31657600402832,9,7,1.3797120362119004,0,6.332603216171265,2023_08_28_14_11_41,288,"[0, 0]","[6, 8]","[0, 0]","[6, 8]",1R,1R,2.0,5
288,288,1693246311.689631,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246313.856781,130,7.466012954711914,1,0,1,1,0.15,0.2666666666666666,"[1.3668348789215088, 1.0167951583862305]",0.0,7.466012954711914,15,4,1.7709024178548478,0,8.465951919555664,2023_08_28_14_11_50,289,"[0, 0]","[5, 7]","[0, 0]","[5, 7]",1NR,1NR,3.0,6
289,289,1693246322.9224849,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246325.7729568,171,5.3159050941467285,0,1,1,1,0.15,1.0,"[2.04902720451355, 1.0160760879516602]",1.0,5.3159050941467285,7,7,1.4285269664848832,0,6.316462278366089,2023_08_28_14_12_01,290,"[0, 0]","[4, 6]","[0, 0]","[4, 6]",1R,1R,4.0,7
290,290,1693246331.9213262,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246333.8387818,115,4.3666298389434814,1,0,1,1,0.15,0.7142857142857143,"[1.1167967319488525, 1.0171539783477783]",1.0,4.3666298389434814,7,5,1.5313137819283684,0,5.36652684211731,2023_08_28_14_12_10,291,"[0, 0]","[3, 5]","[0, 0]","[3, 5]",1R,1R,5.0,8
291,291,1693246339.920642,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246341.90513,119,4.416993856430054,0,1,1,1,0.15,0.8571428571428571,"[1.1830987930297852, 1.0332846641540527]",1.0,4.416993856430054,7,6,1.4640839376665165,0,5.416751861572266,2023_08_28_14_12_18,292,"[0, 0]","[2, 4]","[0, 0]","[2, 4]",1R,1R,6.0,9
292,292,1693246347.971175,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246351.521116,213,8.84866189956665,0,1,1,1,0.15,0.7333333333333333,"[2.748631000518799, 1.0151169300079346]",0.0,8.84866189956665,15,11,2.361687513408962,0,9.848477125167848,2023_08_28_14_12_26,293,"[1, 0]","[1, 3]","[1, 0]","[1, 3]",1NR,1NR,7.0,10
293,293,1693246360.652385,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1693246362.805144,129,7.25035285949707,0,1,1,-1,0.15,0.7333333333333333,"[1.3499960899353027, 1.0166442394256592]",0.0,7.25035285949707,15,11,1.6541957937945255,0,8.250234842300415,2023_08_28_14_12_39,294,"[1, 0]","[1, 2]","[0, 0]","[5, 2]",2NR,2NR,8.0,11
294,294,1693246371.668201,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246373.886291,133,7.516605854034424,1,0,1,1,0.0,0.2666666666666666,"[1.4168920516967773, 1.0671169757843018]",0.0,7.516605854034424,15,4,1.235288103836113,0,8.51645302772522,2023_08_28_14_12_50,295,"[0, 1]","[2, 1]","[0, 1]","[4, 1]",3NR,3NR,9.0,1
295,295,1693246382.951305,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1693246385.603263,158,5.465575933456421,0,1,-1,1,0.15,0.625,"[1.8336219787597656, 0.9825100898742676]",1.0,5.465575933456421,8,5,1.598635557792343,0,6.465378046035767,2023_08_28_14_13_01,296,"[1, 0]","[1, 5]","[0, 0]","[3, 7]",1R,1R,0.0,2
296,296,1693246392.08356,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246394.451476,142,7.549973011016846,0,1,-1,-1,0.15,0.7333333333333333,"[1.5668959617614746, 0.9998571872711182]",0.0,7.549973011016846,15,11,1.736711263617247,0,8.549641847610474,2023_08_28_14_13_11,297,"[0, 0]","[2, 4]","[0, 0]","[2, 6]",1NR,1NR,1.0,3
297,297,1693246403.399752,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246405.984286,155,7.700474262237549,1,0,-1,-1,0.15,0.6,"[1.7837750911712646, 1.0332012176513672]",0.0,7.700474262237549,15,9,1.960165816202744,0,8.699572086334229,2023_08_28_14_13_22,298,"[1, 0]","[1, 3]","[1, 0]","[1, 5]",2NR,2NR,2.0,4
298,298,1693246414.882024,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1693246416.985375,126,3.033634901046753,0,1,-1,1,0.15,1.0,"[1.2999639511108398, 1.0004239082336426]",1.0,3.033634901046753,2,2,1.5751443993132712,0,4.03333592414856,2023_08_28_14_13_33,299,"[0, 0]","[3, 2]","[1, 0]","[1, 4]",1R,1R,3.0,5
299,299,1693246421.498303,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1693246423.817407,139,7.61588716506958,1,0,1,-1,0.0,0.6,"[1.5165410041809082, 1.0005161762237549]",0.0,7.61588716506958,15,9,1.312499584492475,0,8.616369247436523,2023_08_28_14_13_40,300,"[0, 1]","[2, 1]","[0, 0]","[2, 3]",1NRO,1NR,4.0,6
300,300,1693246432.897974,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246436.5985029,221,8.815552949905396,1,0,1,1,0.0,0.6666666666666666,"[2.8999061584472656, 1.0327370166778564]",0.0,8.815552949905396,15,10,1.696326094890676,0,9.81528902053833,2023_08_28_14_13_51,301,"[1, 0]","[1, 5]","[1, 0]","[1, 2]",2NRO,2NR,5.0,7
301,301,1693246445.546767,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1693246447.382567,110,7.1324498653411865,1,0,-1,1,0.15,0.7333333333333333,"[1.0327661037445068, 0.9831488132476807]",0.0,7.1324498653411865,15,11,1.826560916565181,0,8.132788181304932,2023_08_28_14_14_04,302,"[1, 0]","[1, 4]","[1, 1]","[1, 1]",1NRG,3NR,6.0,8
302,302,1693246456.429121,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246458.747452,139,7.43367600440979,1,0,1,1,0.0,0.4666666666666667,"[1.5174221992492676, 1.0333597660064697]",0.0,7.43367600440979,15,7,2.060772624124329,0,8.432408094406128,2023_08_28_14_14_15,303,"[0, 0]","[2, 3]","[0, 0]","[2, 7]",1NRO,4NR,7.0,9
303,303,1693246467.628426,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246470.046347,145,7.54993200302124,1,0,1,1,0.0,0.8666666666666667,"[1.6166551113128662, 1.0000829696655273]",0.0,7.54993200302124,15,13,1.357006621513176,0,8.549391031265259,2023_08_28_14_14_26,304,"[1, 0]","[1, 2]","[1, 0]","[1, 6]",2NRO,5NR,8.0,10
304,304,1693246478.944459,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1693246481.246516,138,3.4334499835968018,1,0,-1,1,0.15,0.6666666666666666,"[1.5009632110595703, 1.1161489486694336]",1.0,3.4334499835968018,3,2,1.626320893342433,0,4.4496400356292725,2023_08_28_14_14_37,305,"[0, 1]","[5, 1]","[0, 0]","[5, 5]",1R,1R,9.0,11
305,305,1693246485.9784782,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246488.312305,140,7.465610980987549,1,0,-1,-1,0.15,0.8666666666666667,"[1.5318646430969238, 1.0986769199371338]",0.0,7.465610980987549,15,13,1.615953365547509,0,8.465150833129883,2023_08_28_14_14_44,306,"[0, 0]","[4, 4]","[0, 0]","[4, 4]",1NR,1NR,10.0,12
306,306,1693246497.193355,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246499.244273,123,3.183535099029541,1,0,-1,-1,0.15,0.6666666666666666,"[1.2503910064697266, 0.9830708503723145]",1.0,3.183535099029541,3,2,1.4791308212443552,0,4.183053970336914,2023_08_28_14_14_56,307,"[0, 0]","[3, 3]","[0, 0]","[3, 3]",1R,1R,11.0,13
307,307,1693246503.959085,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246506.027425,124,7.234010934829712,0,1,-1,-1,0.0,0.8,"[1.2666409015655518, 1.050187110900879]",0.0,7.234010934829712,15,12,1.8337319803746712,0,8.233663082122803,2023_08_28_14_15_02,308,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1NR,1NR,12.0,1
308,308,1693246514.925569,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246517.809781,173,7.982898950576782,1,0,-1,-1,0.0,0.6666666666666666,"[2.0824289321899414, 1.032815933227539]",0.0,7.982898950576782,15,10,1.8411821910534307,0,8.982146978378296,2023_08_28_14_15_13,309,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NR,2NR,13.0,2
309,309,1693246526.692018,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246528.675183,119,7.09885311126709,0,1,1,1,0.15,0.8,"[1.1825339794158936, 1.0321288108825684]",0.0,7.09885311126709,15,12,2.238948996575777,0,8.098191976547241,2023_08_28_14_15_25,310,"[0, 0]","[4, 5]","[0, 0]","[4, 11]",1NRO,3NR,14.0,3
310,310,1693246537.540703,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246539.708189,130,3.9331929683685294,0,1,1,1,0.15,0.6,"[1.365898847579956, 0.9995110034942627]",1.0,3.9331929683685294,5,3,1.838995687831776,0,4.933069944381714,2023_08_28_14_15_36,311,"[0, 0]","[3, 4]","[0, 0]","[3, 10]",1R,1R,0.0,4
311,311,1693246545.089671,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246556.323881,673,12.366456985473633,0,1,1,1,0.15,0.6666666666666666,"[10.41569709777832, 0.9997391700744629]",1.0,12.366456985473633,3,2,1.5950064134941695,0,13.366440296173096,2023_08_28_14_15_44,312,"[0, 0]","[2, 3]","[0, 0]","[2, 9]",1R,1R,1.0,5
312,312,1693246561.471804,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246563.440233,118,4.067514181137085,0,1,1,1,0.15,0.5,"[1.1665949821472168, 0.9997961521148682]",1.0,4.067514181137085,6,3,2.2594456161536667,0,5.066652059555054,2023_08_28_14_16_00,313,"[1, 0]","[1, 2]","[1, 0]","[1, 8]",1R,1R,2.0,6
313,313,1693246569.155471,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1693246572.140306,179,8.08230185508728,1,0,-1,1,0.0,0.6666666666666666,"[2.182027816772461, 1.0492408275604248]",0.0,8.08230185508728,15,10,1.5765840092561727,0,9.082936763763428,2023_08_28_14_16_08,314,"[1, 1]","[1, 1]","[1, 0]","[1, 7]",1NRO,1NR,3.0,7
314,314,1693246581.03762,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1693246582.889749,110,5.283414840698242,1,0,1,-1,0.15,0.9,"[0.9830429553985596, 1.0332210063934326]",1.0,5.283414840698242,10,9,1.1637876698512504,0,6.282572984695435,2023_08_28_14_16_19,315,"[0, 1]","[6, 1]","[0, 0]","[6, 6]",1R,1R,4.0,8
315,315,1693246589.986655,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246591.8215392,110,4.017014980316162,1,0,1,1,0.15,0.6666666666666666,"[0.9837408065795898, 1.0339000225067139]",1.0,4.017014980316162,6,4,1.6183139906272477,0,5.016834020614624,2023_08_28_14_16_28,316,"[0, 0]","[5, 5]","[0, 0]","[5, 5]",1R,1R,5.0,9
316,316,1693246597.602842,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246599.4037812,108,3.900730848312378,0,1,1,1,0.15,0.8333333333333334,"[0.9832799434661865, 1.0001270771026611]",1.0,3.900730848312378,6,5,1.5080089240145331,0,4.89978289604187,2023_08_28_14_16_36,317,"[0, 0]","[4, 4]","[0, 0]","[4, 4]",1R,1R,6.0,10
317,317,1693246605.118796,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1693246606.953982,110,6.984079837799072,1,0,1,1,0.15,0.6,"[0.9835178852081299, 1.0338668823242188]",1.0,6.984079837799072,15,9,2.1563990462903337,0,7.98288893699646,2023_08_28_14_16_44,318,"[0, 0]","[3, 3]","[0, 0]","[3, 3]",1R,1R,7.0,11
318,318,1693246615.852225,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246617.686236,110,6.932378768920898,1,0,1,1,0.0,0.8666666666666667,"[0.9822120666503906, 1.0342557430267334]",0.0,6.932378768920898,15,13,1.2013363365842489,0,7.9323577880859375,2023_08_28_14_16_54,319,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1NR,1NR,8.0,1
319,319,1693246626.5343769,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1693246628.451929,115,7.050060033798218,0,1,1,1,0.0,0.8666666666666667,"[1.1162612438201904, 1.0327072143554688]",0.0,7.050060033798218,15,13,1.7150408410007394,0,8.050135135650635,2023_08_28_14_17_05,320,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NR,2NR,9.0,2
320,320,1693246637.3500228,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246639.901383,153,3.31679630279541,0,1,-1,-1,0.15,0.5,"[1.7497050762176514, 1.0497863292694092]",1.0,3.31679630279541,2,1,1.7200457118542225,0,4.316780090332031,2023_08_28_14_17_16,321,"[0, 0]","[10, 11]","[0, 0]","[10, 14]",1R,1R,0.0,3
321,321,1693246644.2660348,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246646.634115,142,2.8504791259765625,0,1,-1,-1,0.15,1.0,"[1.5664162635803223, 0.98319411277771]",1.0,2.8504791259765625,1,1,1.54510096877355,0,3.8501839637756343,2023_08_28_14_17_23,322,"[0, 0]","[9, 10]","[0, 0]","[9, 13]",1R,1R,1.0,4
322,322,1693246650.666251,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246652.4680169,108,4.232997894287109,0,1,-1,-1,0.15,0.7142857142857143,"[1.0003280639648438, 0.9827752113342285]",1.0,4.232997894287109,7,5,1.507813180246241,0,5.23340916633606,2023_08_28_14_17_29,323,"[0, 0]","[8, 9]","[0, 0]","[8, 12]",1R,1R,2.0,5
323,323,1693246658.531709,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246660.9331892,143,3.1674978733062744,1,0,-1,-1,0.15,1.0,"[1.5831019878387451, 1.0330381393432617]",1.0,3.1674978733062744,2,2,1.4174067929356924,0,4.167648077011108,2023_08_28_14_17_37,324,"[0, 0]","[7, 8]","[0, 0]","[7, 11]",1R,1R,3.0,6
324,324,1693246665.281229,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246668.149323,172,3.633960008621216,1,0,-1,-1,0.15,0.5,"[2.066540002822876, 1.0016489028930664]",1.0,3.633960008621216,2,1,1.551450999249857,0,4.633241891860962,2023_08_28_14_17_44,325,"[0, 0]","[6, 7]","[0, 0]","[6, 10]",1R,1R,4.0,7
325,325,1693246672.530831,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246674.482015,117,3.183288812637329,1,0,-1,-1,0.15,1.0,"[1.1497738361358643, 1.0667757987976074]",1.0,3.183288812637329,3,3,1.5041276796280831,0,4.183030128479004,2023_08_28_14_17_51,326,"[0, 0]","[5, 6]","[0, 0]","[5, 9]",1R,1R,5.0,8
326,326,1693246679.280628,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246681.115374,110,3.933471918106079,1,0,-1,-1,0.15,0.8333333333333334,"[1.033031940460205, 0.999345064163208]",1.0,3.933471918106079,6,5,1.821519479313806,0,4.933615207672119,2023_08_28_14_17_58,327,"[0, 0]","[4, 5]","[0, 0]","[4, 8]",1R,1R,6.0,9
327,327,1693246686.8470368,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246688.747888,113,6.9993510246276855,1,0,-1,-1,0.15,0.7333333333333333,"[1.0834193229675293, 0.9995441436767578]",0.0,6.9993510246276855,15,11,1.5210745283858165,0,7.999026298522949,2023_08_28_14_18_05,328,"[0, 0]","[3, 4]","[0, 0]","[3, 7]",1NR,1NR,7.0,10
328,328,1693246697.597087,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246700.447124,171,3.6153581142425537,0,1,-1,-1,0.15,1.0,"[2.048233985900879, 1.0163440704345703]",1.0,3.6153581142425537,2,2,1.6268223039750014,0,4.615660190582275,2023_08_28_14_18_16,329,"[0, 0]","[2, 3]","[0, 0]","[2, 6]",1R,1R,8.0,11
329,329,1693246704.812808,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1693246706.74653,116,3.366647958755493,1,0,-1,-1,0.15,1.0,"[1.1325149536132812, 0.9829039573669434]",1.0,3.366647958755493,4,4,1.437511765537251,0,4.365700960159302,2023_08_28_14_18_23,330,"[1, 0]","[1, 2]","[1, 0]","[1, 5]",1R,1R,9.0,12
330,330,1693246711.779742,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1693246713.730508,117,7.064607858657837,1,0,1,-1,0.0,0.7333333333333333,"[1.1483099460601807, 0.9984860420227051]",0.0,7.064607858657837,15,11,1.7868619436617,0,8.064276933670044,2023_08_28_14_18_30,331,"[0, 1]","[4, 1]","[0, 0]","[4, 4]",1NRO,1NR,10.0,13
