,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_06_10,HS
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_06_10,HS
2,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,3.0,2021_06_10,HS
3,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,5.0,2021_06_10,HS
4,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,7.0,2021_06_10,HS
5,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,8.0,2021_06_10,HS
6,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,9.0,2021_06_10,HS
7,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,10.0,2021_06_10,HS
8,1R,Low,4.0,4.0,0.0,1.0,self,0.0,11.0,11.0,2021_06_10,HS
9,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,19.0,2021_06_10,HS
10,1R,Med,11.0,11.0,0.0,0.0,self,1.0,2.0,21.0,2021_06_10,HS
11,1R,Low,3.0,3.0,0.0,1.0,self,0.0,3.0,22.0,2021_06_10,HS
12,1R,Low,3.0,3.0,1.0,1.0,self,1.0,0.0,33.0,2021_06_10,HS
13,1R,Low,3.0,3.0,1.0,0.0,self,0.0,0.0,34.0,2021_06_10,HS
14,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,43.0,2021_06_10,HS
15,1R,Low,8.0,8.0,0.0,0.0,self,1.0,10.0,44.0,2021_06_10,HS
16,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,54.0,2021_06_10,HS
17,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,55.0,2021_06_10,HS
18,1R,Low,1.0,1.0,0.0,1.0,self,0.0,2.0,56.0,2021_06_10,HS
19,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,65.0,2021_06_10,HS
20,1R,Med,11.0,11.0,0.0,0.0,self,1.0,1.0,66.0,2021_06_10,HS
21,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,73.0,2021_06_10,HS
22,1R,Low,3.0,3.0,1.0,0.0,self,0.0,1.0,74.0,2021_06_10,HS
23,1R,Low,8.0,8.0,0.0,0.0,self,1.0,3.0,76.0,2021_06_10,HS
24,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,78.0,2021_06_10,HS
25,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,85.0,2021_06_10,HS
26,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,86.0,2021_06_10,HS
27,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,88.0,2021_06_10,HS
