,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834069.6837378, 0.0]","[1.0, 1.0]",1.0,1.0,3.549955129623413,1622834080.932055,1,-1,0,-1,0.7142857142857143,1.0,14,10,0,"[0, 0]"
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834082.282717, 0.0]","[1.0, 1.0]",1.0,1.0,3.550021171569824,1622834086.781865,1,-1,0,-1,0.42857142857142855,1.0,14,6,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834087.5668771, 0.0]","[1.0, 1.0]",1.0,1.0,3.866576910018921,1622834092.3151171,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
3,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1622834093.1659217, 0.0]","[0.0, 1.0]",0.0,1.0,3.8668742179870605,1622834097.848341,1,-1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
4,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1622834098.748318, 0.0]","[0.0, 1.0]",0.0,1.0,3.8667819499969482,1622834103.448265,1,-1,0,1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834105.799252, 0.0]","[1.0, 1.0]",1.0,1.0,2.400048017501831,1622834110.148127,1,-1,0,-1,0.75,1.0,8,6,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834109.4155118, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666601181030273,1622834114.181324,1,-1,0,-1,0.7333333333333333,0.0,15,11,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834114.9978194, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666317462921143,1622834119.7146251,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834122.298899, 0.0]","[1.0, 1.0]",1.0,1.0,2.150023937225342,1622834125.1811771,1,-1,0,-1,0.5714285714285714,1.0,7,4,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1622834125.6645796, 0.0]","[1.0, 1.0]",1.0,1.0,2.3666582107543945,1622834128.8978748,1,-1,0,-1,0.75,1.0,8,6,0,"[0, 0]"
