,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_06_04,HS
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_06_04,HS
2,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,5.0,2021_06_04,HS
3,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,8.0,2021_06_04,HS
4,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,9.0,2021_06_04,HS
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,10.0,2021_06_04,HS
6,1R,Low,4.0,4.0,0.0,1.0,self,0.0,11.0,11.0,2021_06_04,HS
7,1R,Med,11.0,11.0,0.0,0.0,self,1.0,0.0,15.0,2021_06_04,HS
8,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,16.0,2021_06_04,HS
9,1R,Med,10.0,10.0,0.0,0.0,self,1.0,3.0,18.0,2021_06_04,HS
10,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,21.0,2021_06_04,HS
11,1R,Low,3.0,3.0,0.0,1.0,self,0.0,7.0,22.0,2021_06_04,HS
12,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,26.0,2021_06_04,HS
13,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,28.0,2021_06_04,HS
14,1R,Low,6.0,6.0,0.0,0.0,self,1.0,4.0,30.0,2021_06_04,HS
15,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,31.0,2021_06_04,HS
16,1R,Med,10.0,10.0,0.0,1.0,self,0.0,7.0,33.0,2021_06_04,HS
17,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,36.0,2021_06_04,HS
18,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,37.0,2021_06_04,HS
19,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,38.0,2021_06_04,HS
20,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,41.0,2021_06_04,HS
21,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,42.0,2021_06_04,HS
22,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,43.0,2021_06_04,HS
23,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,45.0,2021_06_04,HS
24,1R,Low,1.0,1.0,0.0,0.0,self,1.0,10.0,46.0,2021_06_04,HS
25,1R,Low,6.0,6.0,0.0,1.0,self,0.0,11.0,47.0,2021_06_04,HS
26,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,51.0,2021_06_04,HS
27,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,52.0,2021_06_04,HS
28,1R,Low,6.0,6.0,0.0,0.0,self,1.0,4.0,55.0,2021_06_04,HS
29,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,57.0,2021_06_04,HS
30,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,58.0,2021_06_04,HS
31,1R,Low,1.0,1.0,1.0,0.0,self,0.0,8.0,59.0,2021_06_04,HS
32,1R,Low,1.0,1.0,0.0,0.0,self,1.0,12.0,63.0,2021_06_04,HS
33,1R,Med,9.0,9.0,0.0,0.0,self,1.0,13.0,64.0,2021_06_04,HS
34,1R,Low,2.0,2.0,0.0,1.0,self,0.0,14.0,65.0,2021_06_04,HS
35,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,68.0,2021_06_04,HS
36,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,70.0,2021_06_04,HS
37,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,71.0,2021_06_04,HS
38,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,72.0,2021_06_04,HS
39,1R,Med,10.0,10.0,0.0,0.0,self,1.0,6.0,74.0,2021_06_04,HS
40,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,75.0,2021_06_04,HS
41,1R,Low,5.0,5.0,0.0,0.0,self,1.0,8.0,76.0,2021_06_04,HS
42,1R,Low,7.0,7.0,0.0,1.0,self,0.0,10.0,78.0,2021_06_04,HS
43,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,82.0,2021_06_04,HS
44,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,83.0,2021_06_04,HS
45,1R,Low,3.0,3.0,0.0,0.0,self,1.0,8.0,90.0,2021_06_04,HS
46,1R,Low,2.0,2.0,0.0,1.0,self,0.0,9.0,91.0,2021_06_04,HS
47,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,100.0,2021_06_04,HS
48,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,101.0,2021_06_04,HS
49,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,102.0,2021_06_04,HS
50,1R,Low,8.0,8.0,0.0,0.0,self,1.0,6.0,106.0,2021_06_04,HS
51,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,107.0,2021_06_04,HS
52,1R,Low,3.0,3.0,0.0,1.0,self,0.0,8.0,108.0,2021_06_04,HS
53,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,117.0,2021_06_04,HS
54,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,125.0,2021_06_04,HS
55,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,126.0,2021_06_04,HS
56,1R,Med,11.0,11.0,0.0,0.0,self,1.0,2.0,127.0,2021_06_04,HS
57,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,130.0,2021_06_04,HS
58,1R,Low,2.0,2.0,0.0,1.0,self,0.0,6.0,131.0,2021_06_04,HS
59,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,135.0,2021_06_04,HS
60,1R,Low,8.0,8.0,0.0,0.0,self,1.0,1.0,136.0,2021_06_04,HS
61,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,140.0,2021_06_04,HS
62,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,141.0,2021_06_04,HS
63,1R,Med,10.0,10.0,0.0,0.0,self,1.0,7.0,142.0,2021_06_04,HS
64,1R,Low,5.0,5.0,0.0,0.0,self,1.0,8.0,143.0,2021_06_04,HS
65,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,147.0,2021_06_04,HS
66,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,148.0,2021_06_04,HS
67,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,149.0,2021_06_04,HS
68,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,150.0,2021_06_04,HS
69,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,151.0,2021_06_04,HS
70,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,154.0,2021_06_04,HS
71,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,155.0,2021_06_04,HS
72,1R,Med,10.0,10.0,0.0,0.0,self,1.0,9.0,156.0,2021_06_04,HS
73,1R,Low,2.0,2.0,0.0,0.0,self,1.0,11.0,158.0,2021_06_04,HS
74,1R,Low,1.0,1.0,0.0,0.0,self,1.0,14.0,161.0,2021_06_04,HS
75,1R,Low,7.0,7.0,0.0,1.0,self,0.0,15.0,162.0,2021_06_04,HS
76,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,167.0,2021_06_04,HS
77,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,169.0,2021_06_04,HS
78,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,170.0,2021_06_04,HS
79,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,172.0,2021_06_04,HS
80,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,178.0,2021_06_04,HS
