,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.2826086956521739,H,0.2826086956521739,,2021_06_04
1,-10,0.43478260869565216,H,0.43478260869565216,,2021_06_04
2,-9,0.5,H,0.5,,2021_06_04
3,-8,0.6304347826086957,H,0.6304347826086957,,2021_06_04
4,-7,0.6739130434782609,H,0.6739130434782609,,2021_06_04
5,-6,0.7391304347826086,H,0.7391304347826086,,2021_06_04
6,-5,0.782608695652174,H,0.782608695652174,,2021_06_04
7,-4,0.8478260869565217,H,0.8478260869565217,,2021_06_04
8,-3,0.8913043478260869,H,0.8913043478260869,,2021_06_04
9,-2,0.9565217391304348,H,0.9565217391304348,,2021_06_04
10,-1,0.9565217391304348,H,0.9565217391304348,,2021_06_04
11,0,0.043478260869565216,H,0.043478260869565216,,2021_06_04
12,1,0.15217391304347827,H,0.15217391304347827,,2021_06_04
13,2,0.30434782608695654,H,0.30434782608695654,,2021_06_04
14,3,0.4782608695652174,H,0.4782608695652174,,2021_06_04
15,4,0.5869565217391305,H,0.5869565217391305,,2021_06_04
16,5,0.6444444444444445,H,0.6444444444444445,,2021_06_04
17,6,0.6666666666666666,H,0.6666666666666666,,2021_06_04
18,7,0.7111111111111111,H,0.7111111111111111,,2021_06_04
19,8,0.8444444444444444,H,0.8444444444444444,,2021_06_04
20,9,0.9555555555555556,H,0.9555555555555556,,2021_06_04
21,10,0.9555555555555556,H,0.9555555555555556,,2021_06_04
