,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1625252882.7531328, 0.0]","[0.0, 1.0]",0.0,1.0,3.8666231632232666,1625252889.202246,1,-1,0,1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
1,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1625252890.3370671, 0.0]","[0.0, 1.0]",0.0,1.0,3.8667168617248535,1625252895.302061,1,-1,0,1,0.6,0.0,15,9,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252896.4370558, 0.0]","[1.0, 1.0]",1.0,1.0,3.866631031036377,1625252901.101951,1,-1,0,-1,0.8666666666666667,0.0,15,13,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252904.953318, 0.0]","[1.0, 1.0]",1.0,1.0,0.9499778747558594,1625252906.768536,1,-1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252904.619735, 0.0]","[1.0, 1.0]",1.0,1.0,3.866549015045166,1625252909.2517939,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252910.203087, 0.0]","[1.0, 1.0]",1.0,1.0,3.8667867183685303,1625252914.7683442,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252915.786603, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666341304779053,1625252920.484837,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252921.369367, 0.0]","[1.0, 1.0]",1.0,1.0,3.866511106491089,1625252926.284796,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252930.352834, 0.0]","[1.0, 1.0]",1.0,1.0,0.9666919708251953,1625252932.317953,1,-1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625252930.519677, 0.0]","[1.0, 1.0]",1.0,1.0,3.883254051208496,1625252935.084553,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
