,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[2.483126163482666, 3.016357898712158]","[1.0, 1.0]","[2.767138957977295, 4.199676036834717]","[1.0, 0.0]",1.0,0.0,5.849865913391113,1631125983.561578,0,-1,1,1,0.9333333333333332,0.0,15,14,0,1,"[0, 1]","[0, 0]","[0, 1]","[10, 1]","[10, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,1NR,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.01537013053894043, 0.7153890132904053]","[2.0, 2.0]","[0.7153890132904053, 1.1985642910003662]","[1.0, 1.0]",1.0,1.0,3.4997329711914062,1631125991.6614962,0,-1,1,-1,0.8,1.0,5,4,0,2,"[0, 0]","[0, 0]","[0, 0]","[9, 16]","[9, 16]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[9, 0]","[0, 10]",1R,1R,0.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.06550121307373047, 0.43221497535705566]","[4.0, 4.0]","[0.36564183235168457, 0.765510082244873]","[1.0, 1.0]",1.0,1.0,5.582956075668335,1631125996.81132,1,-1,0,-1,0.7333333333333333,0.0,15,11,0,3,"[0, 0]","[0, 0]","[0, 0]","[8, 15]","[8, 15]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 0]","[0, 9]",1NR,1NR,1.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.2819228172302246, 0.5651967525482178]","[4.0, 4.0]","[0.4819657802581787, 1.09847092628479]","[1.0, 1.0]",1.0,1.0,3.4994750022888184,1631126004.727957,0,-1,1,-1,1.0,1.0,5,5,0,4,"[0, 0]","[0, 0]","[0, 0]","[7, 14]","[7, 14]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 0]","[0, 8]",1R,1R,2.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5160889625549316, 0.4159829616546631]","[4.0, 4.0]","[0.899540901184082, 0.8661489486694336]","[1.0, 1.0]",1.0,1.0,3.882601261138916,1631126010.128049,1,-1,0,-1,0.7142857142857143,1.0,7,5,0,5,"[0, 0]","[0, 0]","[0, 0]","[6, 13]","[6, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 7]","[6, 0]","[0, 7]",1R,1R,3.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.06706500053405762, 0.43340587615966797]","[4.0, 4.0]","[0.3503859043121338, 0.8833189010620117]","[1.0, 1.0]",1.0,1.0,2.88294005393982,1631126015.677697,1,-1,0,-1,1.0,1.0,2,2,0,6,"[0, 0]","[0, 0]","[0, 0]","[5, 12]","[5, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 6]","[5, 0]","[0, 6]",1R,1R,4.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0, 0.36666178703308105]","[4.0, 4.0]","[0.5336098670959473, 0.8667316436767578]","[1.0, 1.0]",1.0,1.0,2.8992950916290283,1631126020.2611048,0,-1,1,-1,1.0,1.0,2,2,0,7,"[0, 0]","[0, 0]","[0, 0]","[4, 11]","[4, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 5]","[4, 0]","[0, 5]",1R,1R,5.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.01632094383239746, 0.38370680809020996]","[4.0, 4.0]","[0.46593308448791504, 0.8499429225921631]","[1.0, 1.0]",1.0,1.0,5.582828044891357,1631126024.810905,1,-1,0,-1,0.9333333333333332,0.0,15,14,0,8,"[0, 0]","[0, 0]","[0, 0]","[3, 10]","[3, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 4]","[3, 0]","[0, 4]",1NR,1NR,6.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0330357551574707, 0.3823127746582031]","[4.0, 4.0]","[0.41539978981018066, 0.915369987487793]","[1.0, 1.0]",1.0,1.0,5.58289098739624,1631126032.4774022,1,-1,0,-1,0.7333333333333333,0.0,15,11,0,9,"[0, 0]","[0, 0]","[0, 0]","[2, 9]","[2, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 3]","[2, 0]","[0, 3]",2NR,2NR,7.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.04883313179016113, 0.398723840713501]","[4.0, 4.0]","[0.6821367740631104, 0.998729944229126]","[1.0, 1.0]",1.0,1.0,5.849399089813232,1631126040.160707,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,10,"[1, 0]","[1, 0]","[0, 0]","[1, 8]","[1, 8]","[0, 0]","[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 0]","[0, 2]",3NR,3NR,8.0,10
10,"[1.0, -1.0]",1.0,-1.0,-1.0,"[0.34906482696533203, 0.5151078701019287]","[2.0, 3.0]","[0.5491609573364258, 0.9815778732299805]","[0.0, 1.0]",0.0,1.0,5.58373498916626,1631126048.243042,1,-1,0,1,0.8666666666666667,0.0,15,13,0,11,"[1, 0]","[0, 0]","[1, 0]","[1, 7]","[0, 7]","[1, 0]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,4NR,9.0,11
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.931190013885498, 0.44888806343078613]","[3.0, 4.0]","[2.3481171131134033, 1.032249927520752]","[1.0, 1.0]",1.0,1.0,5.850137710571289,1631126057.209741,0,-1,1,-1,0.6666666666666666,0.0,15,10,0,12,"[1, 0]","[1, 0]","[0, 0]","[1, 6]","[1, 6]","[0, 0]","[1, 0]","[1, 0]","[0, 0]","[1, 6]","[1, 6]","[0, 0]",1NRG,5NR,10.0,12
12,"[1.0, -1.0]",1.0,-1.0,-1.0,"[0.20049095153808594, 1.3333508968353271]","[2.0, 3.0]","[0.4324228763580322, 1.516618013381958]","[0.0, 1.0]",0.0,1.0,2.699777126312256,1631126065.460226,0,1,1,-1,1.0,1.0,1,1,0,13,"[1, 0]","[0, 0]","[1, 0]","[1, 5]","[0, 5]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]",1R,1R,11.0,13
13,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.13266587257385254, 0.5832607746124268]","[3.0, 4.0]","[0.4999217987060547, 1.0999476909637451]","[1.0, 1.0]",1.0,1.0,3.1162023544311523,1631126070.143494,1,-1,0,-1,1.0,1.0,3,3,0,14,"[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]",1R,1R,12.0,14
14,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.08364105224609375, 0.3165459632873535]","[3.0, 4.0]","[0.34994006156921387, 0.7664570808410645]","[1.0, 1.0]",1.0,1.0,5.849524974822998,1631126074.893409,0,-1,1,-1,0.5333333333333333,0.0,15,8,0,15,"[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]",1NR,1NR,13.0,15
