,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.03412580490112305,1.0,0.0,1.0,JY,2021_10_25
1,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.14841604232788086,1.0,2.0,3.0,JY,2021_10_25
2,1R,Low,1.0,1.0,0.0,3.0,0.0,Actor,0.1989588737487793,1.0,5.0,6.0,JY,2021_10_25
3,1R,Low,8.0,8.0,0.0,2.0,1.0,Observer,0.25008511543273926,0.0,9.0,10.0,JY,2021_10_25
4,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.14931416511535645,1.0,0.0,14.0,JY,2021_10_25
5,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.16591286659240723,1.0,1.0,15.0,JY,2021_10_25
6,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.2330310344696045,1.0,2.0,16.0,JY,2021_10_25
7,1R,Med,10.0,10.0,0.0,4.0,0.0,Actor,0.033625125885009766,1.0,3.0,17.0,JY,2021_10_25
8,1R,Low,8.0,8.0,0.0,3.0,0.0,Observer-incongruent,0.2818450927734375,1.0,0.0,26.0,JY,2021_10_25
9,1R,Low,7.0,7.0,0.0,3.0,0.0,Observer,0.23268699645996094,1.0,1.0,27.0,JY,2021_10_25
10,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.06660866737365723,1.0,3.0,29.0,JY,2021_10_25
11,1R,Med,11.0,11.0,0.0,4.0,0.0,Actor,0.18260693550109863,1.0,4.0,30.0,JY,2021_10_25
12,1R,Low,8.0,8.0,0.0,3.0,0.0,Actor-incongruent,0.0,1.0,6.0,32.0,JY,2021_10_25
13,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.21493291854858398,1.0,0.0,38.0,JY,2021_10_25
14,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.049749135971069336,1.0,1.0,39.0,JY,2021_10_25
15,1R,High,12.0,12.0,0.0,3.0,0.0,Observer,0.24892282485961914,1.0,4.0,42.0,JY,2021_10_25
16,1R,Med,11.0,11.0,0.0,3.0,0.0,Observer,0.09778308868408203,1.0,6.0,44.0,JY,2021_10_25
17,1R,Low,6.0,6.0,0.0,3.0,0.0,Actor,0.24889087677001953,1.0,7.0,45.0,JY,2021_10_25
18,1R,Med,9.0,9.0,0.0,2.0,0.0,Actor,0.13312888145446777,1.0,9.0,47.0,JY,2021_10_25
19,1R,Low,7.0,7.0,0.0,3.0,1.0,Observer,0.017599821090698242,0.0,10.0,48.0,JY,2021_10_25
20,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.01604318618774414,1.0,0.0,52.0,JY,2021_10_25
21,1R,Low,4.0,4.0,0.0,3.0,0.0,Observer,0.21634602546691895,1.0,3.0,55.0,JY,2021_10_25
