,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[3.066589832305908, 1.9168119430541992]","[1.0, 1.0]","[4.149234771728516, 2.9164960384368896]","[1.0, 1.0]",1.0,1.0,4.300152063369751,1632940388.1461718,1,-1,0,-1,0.4444444444444444,1.0,9,4,0,1,"[0, 0]","[0, 0]","[0, 0]","[16, 15]","[16, 15]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[16, 15]","[16, 15]","[0, 0]",1R,1R,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3482370376586914, 0.6817779541015625]","[2.0, 4.0]","[1.0150511264801025, 0.9982070922851562]","[1.0, 1.0]",1.0,1.0,5.581815958023071,1632940394.613471,1,-1,0,-1,0.8,0.0,15,12,0,2,"[0, 0]","[0, 0]","[0, 0]","[15, 14]","[15, 14]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[15, 14]","[15, 14]","[0, 0]",1NR,1NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.14946413040161133, 0.36609625816345215]","[3.0, 3.0]","[2.3326311111450195, 0.8161149024963379]","[1.0, 1.0]",1.0,1.0,2.699568748474121,1632940403.529761,1,-1,0,-1,1.0,1.0,1,1,0,3,"[0, 0]","[0, 0]","[0, 0]","[14, 13]","[14, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[14, 13]","[14, 13]","[0, 0]",1R,1R,2.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0330049991607666, 0.33168721199035645]","[4.0, 4.0]","[1.3482789993286133, 0.7817509174346924]","[1.0, 1.0]",1.0,1.0,3.683058977127075,1632940408.629587,1,-1,0,-1,0.6666666666666666,1.0,6,4,0,4,"[0, 0]","[0, 0]","[0, 0]","[13, 12]","[13, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[13, 12]","[13, 12]","[0, 0]",1R,1R,3.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5653750896453857, 0.34873223304748535]","[4.0, 4.0]","[1.7816162109375, 0.7818491458892822]","[1.0, 1.0]",1.0,1.0,2.699622869491577,1632940415.146125,0,-1,1,-1,1.0,1.0,1,1,0,5,"[0, 0]","[0, 0]","[0, 0]","[12, 11]","[12, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 11]","[12, 11]","[0, 0]",1R,1R,4.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.18247389793395996, 0.26538896560668945]","[4.0, 4.0]","[1.1654760837554932, 0.4821889400482178]","[1.0, 1.0]",1.0,1.0,4.099480867385864,1632940420.112826,0,-1,1,-1,1.0,1.0,8,8,0,6,"[0, 0]","[0, 0]","[0, 0]","[11, 10]","[11, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 10]","[11, 10]","[0, 0]",1R,1R,5.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.6166071891784668, 0.39995598793029785]","[4.0, 4.0]","[1.8998701572418213, 0.6837351322174072]","[1.0, 1.0]",1.0,1.0,2.699540853500366,1632940426.929248,0,-1,1,-1,1.0,1.0,1,1,0,7,"[0, 0]","[0, 0]","[0, 0]","[10, 9]","[10, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 9]","[10, 9]","[0, 0]",1R,1R,6.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.7666699886322021, 0.2667222023010254]","[4.0, 4.0]","[1.9166841506958008, 0.5500729084014893]","[1.0, 1.0]",1.0,1.0,2.8994648456573486,1632940432.5291991,1,-1,0,-1,1.0,1.0,2,2,0,8,"[0, 0]","[0, 0]","[0, 0]","[9, 8]","[9, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 8]","[9, 8]","[0, 0]",1R,1R,7.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.36676979064941406, 0.3493356704711914]","[4.0, 4.0]","[0.9999649524688721, 0.6832258701324463]","[1.0, 1.0]",1.0,1.0,4.516213893890381,1632940437.195799,1,-1,0,-1,0.6,1.0,10,6,0,9,"[0, 0]","[0, 0]","[0, 0]","[8, 7]","[8, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 7]","[8, 7]","[0, 0]",1R,1R,8.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.36470794677734375, 0.24863100051879883]","[2.0, 4.0]","[0.36470794677734375, 0.6319410800933838]","[1.0, 1.0]",1.0,1.0,5.582801818847656,1632940443.4289122,1,-1,0,-1,0.8,0.0,15,12,0,10,"[0, 0]","[0, 0]","[0, 0]","[7, 6]","[7, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 6]","[7, 6]","[0, 0]",1NR,1NR,9.0,10
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.19887733459472656, 0.3479921817779541]","[3.0, 4.0]","[0.8154830932617188, 1.0487751960754395]","[1.0, 1.0]",1.0,1.0,5.582726955413818,1632940450.945455,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,11,"[0, 0]","[0, 0]","[0, 0]","[6, 5]","[6, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 5]","[6, 5]","[0, 0]",2NR,2NR,10.0,11
