,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.46153846153846156,HS,0.5,0.4,2021_09_24
1,-10,0.55,HS,0.5789473684210527,0.5238095238095238,2021_09_24
2,-9,0.7,HS,0.6470588235294118,0.7391304347826086,2021_09_24
3,-8,0.9,HS,0.9473684210526315,0.8571428571428571,2021_09_24
4,-7,0.95,HS,0.9523809523809523,0.9473684210526315,2021_09_24
5,-6,1.0,HS,1.0,1.0,2021_09_24
6,-5,0.975,HS,1.0,0.95,2021_09_24
7,-4,1.0,HS,1.0,1.0,2021_09_24
8,-3,0.975,HS,0.9473684210526315,1.0,2021_09_24
9,-2,0.925,HS,0.9375,0.9166666666666666,2021_09_24
10,-1,0.875,HS,0.9047619047619048,0.8421052631578947,2021_09_24
11,0,0.125,HS,0.11538461538461539,0.14285714285714285,2021_09_24
12,1,0.175,HS,0.17647058823529413,0.17391304347826086,2021_09_24
13,2,0.575,HS,0.6111111111111112,0.5454545454545454,2021_09_24
14,3,0.825,HS,0.8,0.85,2021_09_24
15,4,0.925,HS,1.0,0.85,2021_09_24
16,5,0.975,HS,1.0,0.9545454545454546,2021_09_24
17,6,0.95,HS,0.9444444444444444,0.9545454545454546,2021_09_24
18,7,1.0,HS,1.0,1.0,2021_09_24
19,8,1.0,HS,1.0,1.0,2021_09_24
20,9,0.975,HS,1.0,0.96,2021_09_24
21,10,0.95,HS,0.95,0.95,2021_09_24
