,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.6314668655395508,1.0,0.0,0.0,HS,2021_09_01
1,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.7487771511077881,1.0,1.0,1.0,HS,2021_09_01
2,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.23118329048156738,1.0,3.0,3.0,HS,2021_09_01
3,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.39888787269592285,1.0,4.0,4.0,HS,2021_09_01
4,1R,Med,10.0,10.0,0.0,4.0,0.0,Actor,0.4164450168609619,1.0,5.0,5.0,HS,2021_09_01
5,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer-incongruent,0.3827378749847412,1.0,8.0,8.0,HS,2021_09_01
6,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.19932961463928223,1.0,9.0,9.0,HS,2021_09_01
7,1R,Low,8.0,8.0,0.0,4.0,1.0,Observer,0.46744680404663086,0.0,10.0,10.0,HS,2021_09_01
8,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.24998021125793457,1.0,0.0,14.0,HS,2021_09_01
9,1R,Med,9.0,9.0,0.0,4.0,0.0,Actor,0.0,1.0,1.0,15.0,HS,2021_09_01
10,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.23197293281555176,1.0,2.0,16.0,HS,2021_09_01
11,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.3990209102630615,1.0,6.0,20.0,HS,2021_09_01
12,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.21497702598571777,1.0,9.0,23.0,HS,2021_09_01
13,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.3152201175689697,1.0,10.0,24.0,HS,2021_09_01
14,1R,Low,2.0,2.0,0.0,4.0,1.0,Actor,0.31523895263671875,0.0,12.0,26.0,HS,2021_09_01
15,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.18119597434997559,1.0,0.0,30.0,HS,2021_09_01
16,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.16666293144226074,1.0,1.0,31.0,HS,2021_09_01
17,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.09836816787719727,1.0,4.0,34.0,HS,2021_09_01
