,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.35,JY,0.2692307692307692,0.5,2021_10_01
1,-10,0.65,JY,0.7083333333333334,0.5625,2021_10_01
2,-9,0.9,JY,0.9130434782608695,0.8823529411764706,2021_10_01
3,-8,0.975,JY,1.0,0.9523809523809523,2021_10_01
4,-7,0.95,JY,1.0,0.9166666666666666,2021_10_01
5,-6,0.925,JY,0.9565217391304348,0.8823529411764706,2021_10_01
6,-5,0.925,JY,0.95,0.9,2021_10_01
7,-4,0.875,JY,0.9090909090909091,0.8333333333333334,2021_10_01
8,-3,0.95,JY,1.0,0.8666666666666667,2021_10_01
9,-2,0.825,JY,0.8947368421052632,0.7619047619047619,2021_10_01
10,-1,0.875,JY,0.8947368421052632,0.8571428571428571,2021_10_01
11,0,0.125,JY,0.07692307692307693,0.21428571428571427,2021_10_01
12,1,0.375,JY,0.2631578947368421,0.47619047619047616,2021_10_01
13,2,0.65,JY,0.6875,0.625,2021_10_01
14,3,0.95,JY,1.0,0.875,2021_10_01
15,4,0.925,JY,0.9473684210526315,0.9047619047619048,2021_10_01
16,5,0.95,JY,0.9565217391304348,0.9411764705882353,2021_10_01
17,6,0.9,JY,1.0,0.7647058823529411,2021_10_01
18,7,0.925,JY,0.9565217391304348,0.8823529411764706,2021_10_01
19,8,0.95,JY,1.0,0.9,2021_10_01
20,9,0.925,JY,1.0,0.8571428571428571,2021_10_01
21,10,0.85,JY,0.8181818181818182,0.8888888888888888,2021_10_01
