,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,4.0,4.0,0.0,2.0,0.0,Actor,0.3482370376586914,1.0,0.0,0.0,JY,2021_09_29
1,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.0330049991607666,1.0,2.0,2.0,JY,2021_09_29
2,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.5653750896453857,1.0,3.0,3.0,JY,2021_09_29
3,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.18247389793395996,1.0,4.0,4.0,JY,2021_09_29
4,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.6166071891784668,1.0,5.0,5.0,JY,2021_09_29
5,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.7666699886322021,1.0,6.0,6.0,JY,2021_09_29
6,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.36676979064941406,1.0,7.0,7.0,JY,2021_09_29
7,1R,Low,6.0,6.0,0.0,2.0,0.0,Actor,0.36470794677734375,1.0,8.0,8.0,JY,2021_09_29
8,1R,Low,1.0,1.0,0.0,3.0,0.0,Observer,0.29839110374450684,1.0,11.0,11.0,JY,2021_09_29
9,1R,Low,3.0,3.0,0.0,3.0,1.0,Observer,1.083543062210083,0.0,12.0,12.0,JY,2021_09_29
10,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.5821719169616699,1.0,0.0,17.0,JY,2021_09_29
11,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.01590895652770996,1.0,4.0,21.0,JY,2021_09_29
12,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.39762115478515625,1.0,5.0,22.0,JY,2021_09_29
13,1R,Med,10.0,10.0,0.0,4.0,0.0,Observer,0.36693477630615234,1.0,0.0,27.0,JY,2021_09_29
14,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.6674401760101318,1.0,3.0,30.0,JY,2021_09_29
15,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.39940500259399414,1.0,5.0,32.0,JY,2021_09_29
16,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.3822321891784668,1.0,6.0,33.0,JY,2021_09_29
17,1R,Low,6.0,6.0,0.0,3.0,0.0,Actor,0.09990072250366211,1.0,9.0,36.0,JY,2021_09_29
18,1R,Low,2.0,2.0,0.0,3.0,0.0,Actor,0.21491670608520508,1.0,10.0,37.0,JY,2021_09_29
19,1R,Low,6.0,6.0,0.0,3.0,1.0,Actor,0.24899983406066895,0.0,11.0,38.0,JY,2021_09_29
20,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.48241305351257324,1.0,0.0,42.0,JY,2021_09_29
21,1R,Med,11.0,11.0,0.0,4.0,0.0,Observer,0.5502040386199951,1.0,4.0,46.0,JY,2021_09_29
22,1R,High,12.0,12.0,0.0,4.0,0.0,Actor,0.18219995498657227,1.0,5.0,47.0,JY,2021_09_29
