,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.41025641025641024,JY,0.4666666666666667,0.375,2021_09_24
1,-10,0.575,JY,0.5238095238095238,0.631578947368421,2021_09_24
2,-9,0.875,JY,0.9130434782608695,0.8235294117647058,2021_09_24
3,-8,0.925,JY,0.9523809523809523,0.8947368421052632,2021_09_24
4,-7,0.975,JY,1.0,0.9523809523809523,2021_09_24
5,-6,1.0,JY,1.0,1.0,2021_09_24
6,-5,0.975,JY,1.0,0.95,2021_09_24
7,-4,1.0,JY,1.0,1.0,2021_09_24
8,-3,0.95,JY,0.9523809523809523,0.9473684210526315,2021_09_24
9,-2,0.95,JY,0.9166666666666666,1.0,2021_09_24
10,-1,0.85,JY,0.8421052631578947,0.8571428571428571,2021_09_24
11,0,0.0,JY,0.0,0.0,2021_09_24
12,1,0.275,JY,0.21739130434782608,0.35294117647058826,2021_09_24
13,2,0.725,JY,0.7272727272727273,0.7222222222222222,2021_09_24
14,3,0.85,JY,0.9,0.8,2021_09_24
15,4,0.95,JY,0.95,0.95,2021_09_24
16,5,1.0,JY,1.0,1.0,2021_09_24
17,6,0.975,JY,1.0,0.9444444444444444,2021_09_24
18,7,1.0,JY,1.0,1.0,2021_09_24
19,8,0.975,JY,1.0,0.9523809523809523,2021_09_24
20,9,1.0,JY,1.0,1.0,2021_09_24
21,10,0.95,JY,0.95,0.95,2021_09_24
