,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,1.0,"[2.400454044342041, 1.7672250270843506]","[3.0, 1.0]","[3.6329641342163086, 3.733618974685669]","[0.0, 1.0]",0.0,1.0,5.849744081497192,1629821131.758631,0,-1,1,1,0.5333333333333333,0.0,15,8,0,1,"[0, 1]","[0, 0]","[0, 1]","[3, 1]","[3, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,1NR,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.4326291084289551, 2.3328850269317627]","[3.0, 1.0]","[0.965961217880249, 3.3829970359802246]","[0.0, 0.0]",0.0,0.0,5.5830161571502686,1629821142.008848,1,-1,0,-1,0.7333333333333333,0.0,15,11,0,2,"[0, 1]","[0, 1]","[0, 0]","[2, 1]","[2, 1]","[0, 0]","[0, 1]","[0, 1]","[0, 0]","[2, 1]","[2, 1]","[0, 0]",2NRO,2NR,1.0,2
2,"[-1.0, 1.0]",-1.0,1.0,1.0,"[0.41498303413391113, 1.1318848133087158]","[3.0, 1.0]","[1.1484098434448242, 1.7983498573303223]","[0.0, 1.0]",0.0,1.0,5.583136081695557,1629821150.524957,1,1,0,-1,0.8666666666666667,0.0,15,13,0,3,"[1, 0]","[1, 0]","[0, 0]","[1, 15]","[1, 0]","[0, 15]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",3NRO,3NR,2.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[3.1659257411956787, 0.9826948642730713]","[1.0, 1.0]","[4.381704807281494, 1.5991737842559814]","[1.0, 1.0]",1.0,1.0,5.85038423538208,1629821161.707306,0,1,1,1,0.6666666666666666,0.0,15,10,0,4,"[1, 0]","[0, 0]","[1, 0]","[1, 14]","[0, 0]","[1, 14]","[1, 0]","[0, 0]","[1, 0]","[1, 8]","[0, 8]","[1, 0]",4NRO,4NR,3.0,4
4,"[-1.0, 1.0]",-1.0,1.0,1.0,"[0.38283705711364746, 1.4326939582824707]","[1.0, 1.0]","[1.682811975479126, 2.299475908279419]","[0.0, 1.0]",0.0,1.0,2.6995420455932617,1629821171.224692,0,-1,1,1,1.0,1.0,1,1,0,5,"[1, 0]","[1, 0]","[0, 0]","[1, 13]","[1, 0]","[0, 13]","[0, 0]","[0, 0]","[0, 0]","[6, 7]","[0, 7]","[6, 0]",1R,1R,0.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[0.3151700496673584, 0.7485213279724121]","[4.0, 4.0]","[0.8818202018737793, 1.3485631942749023]","[1.0, 1.0]",1.0,1.0,4.699413061141968,1629821176.374628,1,1,0,1,0.7272727272727273,1.0,11,8,0,6,"[0, 0]","[0, 0]","[0, 0]","[5, 12]","[0, 0]","[5, 12]","[0, 0]","[0, 0]","[0, 0]","[5, 6]","[0, 6]","[5, 0]",1R,1R,1.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.24842000007629395, 0.9815480709075928]","[4.0, 4.0]","[0.6317400932312012, 1.63161301612854]","[1.0, 1.0]",1.0,1.0,4.099607944488525,1629821183.757731,1,1,0,1,1.0,1.0,8,8,0,7,"[0, 0]","[0, 0]","[0, 0]","[4, 11]","[0, 0]","[4, 11]","[0, 0]","[0, 0]","[0, 0]","[4, 5]","[0, 5]","[4, 0]",1R,1R,2.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.2489631175994873, 0.7657229900360107]","[4.0, 4.0]","[0.8663041591644287, 1.2829439640045166]","[1.0, 1.0]",1.0,1.0,4.716253042221069,1629821190.007639,0,1,1,1,0.8181818181818182,1.0,11,9,0,8,"[0, 0]","[0, 0]","[0, 0]","[3, 10]","[0, 0]","[3, 10]","[0, 0]","[0, 0]","[0, 0]","[3, 4]","[0, 4]","[3, 0]",1R,1R,3.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.18098688125610352, 0.9150078296661377]","[4.0, 4.0]","[0.6819047927856445, 1.43141770362854]","[1.0, 1.0]",1.0,1.0,5.58297324180603,1629821197.2408068,1,1,0,1,0.5333333333333333,0.0,15,8,0,9,"[0, 0]","[0, 0]","[0, 0]","[2, 9]","[0, 0]","[2, 9]","[0, 0]","[0, 0]","[0, 0]","[2, 3]","[0, 3]","[2, 0]",1NR,1NR,4.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.24925613403320312, 0.5163872241973877]","[3.0, 4.0]","[0.966198205947876, 1.0659170150756836]","[1.0, 1.0]",1.0,1.0,5.58292818069458,1629821204.973991,1,1,0,1,0.6,0.0,15,9,0,10,"[1, 0]","[0, 0]","[1, 0]","[1, 8]","[0, 0]","[1, 8]","[1, 0]","[0, 0]","[1, 0]","[1, 2]","[0, 2]","[1, 0]",2NR,2NR,5.0,10
