,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.4634146341463415,HS,0.375,0.52,2021_09_08
1,-10,0.6097560975609756,HS,0.4583333333333333,0.8235294117647058,2021_09_08
2,-9,0.926829268292683,HS,0.9047619047619048,0.95,2021_09_08
3,-8,0.926829268292683,HS,0.92,0.9375,2021_09_08
4,-7,0.9512195121951219,HS,0.95,0.9523809523809523,2021_09_08
5,-6,0.9512195121951219,HS,1.0,0.8888888888888888,2021_09_08
6,-5,0.9024390243902439,HS,0.9444444444444444,0.8695652173913043,2021_09_08
7,-4,0.975609756097561,HS,1.0,0.95,2021_09_08
8,-3,0.9512195121951219,HS,1.0,0.875,2021_09_08
9,-2,0.8780487804878049,HS,0.8823529411764706,0.875,2021_09_08
10,-1,0.926829268292683,HS,1.0,0.85,2021_09_08
11,0,0.12195121951219512,HS,0.15789473684210525,0.09090909090909091,2021_09_08
12,1,0.24390243902439024,HS,0.19047619047619047,0.3,2021_09_08
13,2,0.7073170731707317,HS,0.6875,0.72,2021_09_08
14,3,0.875,HS,0.8275862068965517,1.0,2021_09_08
15,4,0.925,HS,0.9047619047619048,0.9473684210526315,2021_09_08
16,5,0.95,HS,1.0,0.9,2021_09_08
17,6,0.925,HS,0.9473684210526315,0.9047619047619048,2021_09_08
18,7,0.975,HS,1.0,0.9583333333333334,2021_09_08
19,8,0.975,HS,1.0,0.9375,2021_09_08
20,9,1.0,HS,1.0,1.0,2021_09_08
21,10,0.9,HS,0.9473684210526315,0.8571428571428571,2021_09_08
