,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0332520008087158,1.0,0.0,,,0.0,1.0,Lalo,20230308
1,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9996531009674072,1.0,1.0,,,0.0,2.0,Lalo,20230308
2,1R,Med,10.0,10.0,0.0,0.0,Actor-incongruent,1.1165659427642822,1.0,2.0,,,0.0,3.0,Lalo,20230308
3,1R,Med,10.0,10.0,0.0,0.0,Observer,1.017411231994629,1.0,3.0,,,0.0,4.0,Lalo,20230308
4,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0003890991210938,1.0,4.0,,,0.0,5.0,Lalo,20230308
5,1R,Med,11.0,11.0,0.0,0.0,Actor,1.0836870670318604,1.0,5.0,,,0.0,6.0,Lalo,20230308
6,1R,Low,5.0,5.0,0.0,0.0,Observer,1.1325008869171143,1.0,6.0,,,0.0,7.0,Lalo,20230308
7,1R,Low,1.0,1.0,0.0,0.0,Observer-incongruent,1.032869815826416,1.0,0.0,,,0.0,11.0,Lalo,20230308
8,1R,Low,8.0,8.0,0.0,0.0,Observer,1.0499138832092285,1.0,1.0,,,0.0,12.0,Lalo,20230308
9,1R,Low,2.0,2.0,0.0,0.0,Actor,1.3005802631378174,1.0,2.0,,,0.0,13.0,Lalo,20230308
10,1R,Low,8.0,8.0,0.0,0.0,Actor-incongruent,1.0006141662597656,1.0,3.0,,,0.0,14.0,Lalo,20230308
11,1R,Med,11.0,11.0,0.0,0.0,Actor,0.9830472469329834,1.0,4.0,,,0.0,15.0,Lalo,20230308
12,1R,Low,7.0,7.0,0.0,0.0,Observer,1.0334572792053223,1.0,5.0,,,0.0,16.0,Lalo,20230308
13,1R,Low,4.0,4.0,0.0,0.0,Observer,0.9829843044281006,1.0,6.0,,,0.0,17.0,Lalo,20230308
14,1R,Low,6.0,6.0,0.0,0.0,Actor,1.0170447826385498,1.0,7.0,0.99999588650724,0.0,0.0,18.0,Lalo,20230308
15,1R,Low,8.0,8.0,0.0,0.0,Observer,1.0164742469787598,1.0,8.0,1.0,0.0,0.0,19.0,Lalo,20230308
16,1R,Med,9.0,9.0,0.0,0.0,Observer,1.1003949642181396,1.0,9.0,1.0,0.0,0.0,20.0,Lalo,20230308
17,1R,Med,10.0,10.0,0.0,1.0,Actor,1.016556978225708,-1.0,10.0,0.9998064017402446,0.0,0.0,21.0,Lalo,20230308
18,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9996511936187744,1.0,0.0,0.998746942303364,0.0,0.0,25.0,Lalo,20230308
19,1R,High,12.0,12.0,0.0,0.0,Actor,1.0665829181671143,1.0,1.0,1.0,0.0,0.0,26.0,Lalo,20230308
20,1R,Low,5.0,5.0,0.0,0.0,Observer,1.6164958477020264,1.0,3.0,1.0,0.0,0.0,28.0,Lalo,20230308
21,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0340499877929688,1.0,4.0,0.9996746289091408,0.0,0.0,29.0,Lalo,20230308
22,1R,High,14.0,14.0,0.0,0.0,Actor,1.066260814666748,1.0,5.0,0.9999284648457286,0.0377220863399581,0.0,30.0,Lalo,20230308
23,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9999070167541504,1.0,6.0,0.9997346275561204,0.1776917607253011,0.0,31.0,Lalo,20230308
24,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9837098121643066,1.0,7.0,1.0,0.0,0.0,32.0,Lalo,20230308
25,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9997439384460449,1.0,8.0,1.0,0.0,0.0,33.0,Lalo,20230308
26,1R,Low,4.0,4.0,0.0,0.0,Observer,1.1162030696868896,1.0,14.0,1.0,0.0,0.0,39.0,Lalo,20230308
27,1R,Low,6.0,6.0,0.0,1.0,Observer-incongruent,0.9830210208892822,-1.0,17.0,0.7322261072261073,0.4597902097902098,0.0,42.0,Lalo,20230308
28,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9994418621063232,1.0,0.0,0.9999567919844328,0.0,0.0,45.0,Lalo,20230308
29,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0159530639648438,1.0,1.0,0.9989984433225017,0.0,0.0,46.0,Lalo,20230308
30,1R,Low,1.0,1.0,0.0,0.0,Observer,1.000068187713623,1.0,2.0,0.9997714148122632,0.0,0.0,47.0,Lalo,20230308
31,1R,Low,1.0,1.0,0.0,0.0,Observer,1.1996829509735107,1.0,3.0,1.0,0.0,0.0,48.0,Lalo,20230308
32,1R,Low,8.0,8.0,0.0,0.0,Actor,1.0325767993927002,1.0,4.0,0.9999938995111868,0.0,0.0,49.0,Lalo,20230308
33,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0499579906463623,1.0,5.0,0.9996381238590722,0.0,0.0,50.0,Lalo,20230308
34,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9994649887084961,1.0,6.0,0.983570300157978,0.0,0.0,51.0,Lalo,20230308
35,1R,Low,3.0,3.0,0.0,0.0,Actor,0.983773946762085,1.0,7.0,1.0,0.0,0.0,52.0,Lalo,20230308
36,1R,Low,4.0,4.0,0.0,0.0,Actor,1.01637601852417,1.0,8.0,1.0,0.0,0.0,53.0,Lalo,20230308
37,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9829020500183105,1.0,9.0,1.0,0.0,0.0,54.0,Lalo,20230308
38,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9826059341430664,1.0,10.0,0.9998747135231024,0.0,0.0,55.0,Lalo,20230308
39,1R,Med,10.0,10.0,0.0,1.0,Observer,0.9825270175933838,-1.0,11.0,0.925894705618156,0.0,0.0,56.0,Lalo,20230308
40,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0329680442810059,1.0,0.0,0.9990962424471466,0.0,0.0,58.0,Lalo,20230308
41,1R,Low,2.0,2.0,0.0,0.0,Observer,0.999121904373169,1.0,1.0,1.0,0.0,0.0,59.0,Lalo,20230308
42,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9827151298522949,1.0,2.0,1.0,0.0,0.0,60.0,Lalo,20230308
43,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0169999599456787,1.0,5.0,1.0,0.0,0.0,63.0,Lalo,20230308
44,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9829578399658203,1.0,6.0,0.9996632988751124,0.0,0.0,64.0,Lalo,20230308
45,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0504488945007324,1.0,7.0,1.0,0.0,0.0,65.0,Lalo,20230308
46,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9835789203643799,1.0,8.0,0.9993568952129817,0.0,0.0,66.0,Lalo,20230308
47,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,0.9995501041412354,1.0,13.0,0.6100044746276906,0.4073385143073065,0.0,71.0,Lalo,20230308
48,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0166337490081787,1.0,14.0,0.9368995884888957,0.0026896638903987,0.0,72.0,Lalo,20230308
49,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9830400943756104,1.0,15.0,1.0,0.0,0.0,73.0,Lalo,20230308
50,1R,Low,8.0,8.0,0.0,0.0,Observer,1.0000169277191162,1.0,16.0,0.984790772385088,0.0140833426135579,0.0,74.0,Lalo,20230308
51,1R,Low,2.0,2.0,0.0,1.0,Actor,1.067103385925293,-1.0,17.0,0.9996659079580368,0.0,0.0,75.0,Lalo,20230308
52,1R,Low,6.0,6.0,0.0,0.0,Observer,1.016031265258789,1.0,0.0,0.9999812006456278,0.0,0.0,78.0,Lalo,20230308
53,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9837169647216797,1.0,1.0,1.0,0.0,0.0,79.0,Lalo,20230308
54,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0002059936523438,1.0,2.0,1.0,0.0,0.0,80.0,Lalo,20230308
55,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9833042621612549,1.0,3.0,1.0,0.0,0.0,81.0,Lalo,20230308
56,1R,Med,11.0,11.0,0.0,0.0,Actor,1.034318208694458,1.0,4.0,0.992574571222256,0.0,0.0,82.0,Lalo,20230308
57,1R,Med,10.0,10.0,0.0,0.0,Observer,1.0336482524871826,1.0,5.0,0.9999756615455828,0.0,0.0,83.0,Lalo,20230308
58,1R,Low,1.0,1.0,0.0,0.0,Actor,2.199949026107788,1.0,6.0,1.0,0.0,0.0,84.0,Lalo,20230308
59,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0154597759246826,1.0,7.0,0.972892995739403,0.0,0.0,85.0,Lalo,20230308
60,1R,Low,3.0,3.0,0.0,1.0,Actor,1.0666141510009766,-1.0,8.0,0.999437984208028,0.0,0.0,86.0,Lalo,20230308
61,1R,Low,6.0,6.0,0.0,0.0,Actor,1.0007648468017578,1.0,0.0,0.9997943627877556,0.0,0.0,89.0,Lalo,20230308
62,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9827449321746826,1.0,1.0,0.9993392346638714,0.0,0.0,90.0,Lalo,20230308
63,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0007719993591309,1.0,2.0,0.999196724301488,0.0,0.0,91.0,Lalo,20230308
64,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0326659679412842,1.0,3.0,0.9996069980800903,0.0,0.0,92.0,Lalo,20230308
65,1R,Low,4.0,4.0,0.0,0.0,Observer,1.0164909362792969,1.0,4.0,0.968037541205604,0.0,0.0,93.0,Lalo,20230308
66,1R,Med,9.0,9.0,0.0,0.0,Observer,1.0001349449157715,1.0,6.0,0.999863104559304,0.197182060377809,0.0,95.0,Lalo,20230308
67,1R,Low,5.0,5.0,0.0,0.0,Actor,1.000011920928955,1.0,7.0,1.0,0.0,0.0,96.0,Lalo,20230308
68,1R,Low,8.0,8.0,0.0,1.0,Actor-incongruent,1.0666320323944092,-1.0,9.0,0.9419658940666776,0.0606229965534791,0.0,98.0,Lalo,20230308
69,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9831149578094482,1.0,0.0,1.0,0.0,0.0,100.0,Lalo,20230308
70,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9824631214141846,1.0,1.0,1.0,0.0,0.0,101.0,Lalo,20230308
71,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0502510070800781,1.0,2.0,1.0,0.0,0.0,102.0,Lalo,20230308
72,1R,Med,9.0,9.0,0.0,0.0,Observer,1.0161900520324707,1.0,3.0,0.999933904713282,0.0,0.0,103.0,Lalo,20230308
73,1R,Low,1.0,1.0,0.0,0.0,Observer,1.4161710739135742,1.0,4.0,0.9996659079580368,0.0,0.0,104.0,Lalo,20230308
74,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0004210472106934,1.0,5.0,1.0,0.0,0.0,105.0,Lalo,20230308
75,1R,Low,7.0,7.0,0.0,0.0,Actor,1.0831680297851562,1.0,6.0,0.9998170951014446,0.0,0.0,106.0,Lalo,20230308
76,1R,High,12.0,12.0,0.0,0.0,Actor,0.9997060298919678,1.0,0.0,1.0,0.0,0.0,113.0,Lalo,20230308
77,1R,Low,7.0,7.0,0.0,0.0,Observer,1.0993947982788086,1.0,1.0,0.9999975363887876,0.0,0.0,114.0,Lalo,20230308
78,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9999649524688721,1.0,3.0,0.9999032773360929,0.0,0.0,116.0,Lalo,20230308
79,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0169143676757812,1.0,4.0,0.9999918108061444,0.0,0.0,117.0,Lalo,20230308
80,1R,Med,9.0,9.0,0.0,0.0,Observer,1.0331308841705322,1.0,6.0,0.98866366480814,0.0012196689671948,0.0,119.0,Lalo,20230308
81,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,1.0830416679382324,1.0,8.0,0.6855172413793104,0.3268965517241379,0.0,121.0,Lalo,20230308
82,1R,Low,4.0,4.0,0.0,0.0,Observer,1.033046007156372,1.0,9.0,1.0,0.0,0.0,122.0,Lalo,20230308
83,1R,Low,6.0,6.0,1.0,0.0,Observer,1.016477108001709,-1.0,10.0,1.0,0.0,0.0,123.0,Lalo,20230308
84,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0164308547973633,1.0,0.0,1.0,0.0,0.0,125.0,Lalo,20230308
85,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9833309650421143,1.0,1.0,1.0,0.0,0.0,126.0,Lalo,20230308
86,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9830498695373535,1.0,2.0,0.9998310718023788,0.0,0.0,127.0,Lalo,20230308
87,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9826140403747559,1.0,3.0,1.0,0.0,0.0,128.0,Lalo,20230308
88,1R,Low,4.0,4.0,0.0,0.0,Actor,1.7336020469665527,1.0,4.0,0.9999980639034236,0.0,0.0,129.0,Lalo,20230308
89,1R,Low,1.0,1.0,0.0,0.0,Actor,0.982975959777832,1.0,5.0,0.999336089210944,0.0,0.0,130.0,Lalo,20230308
90,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9831790924072266,1.0,6.0,0.6992481203007519,0.0,0.0,131.0,Lalo,20230308
91,1R,Low,3.0,3.0,0.0,0.0,Observer,1.000669002532959,1.0,7.0,0.9999610832790417,0.0,0.0,132.0,Lalo,20230308
92,1R,Low,2.0,2.0,0.0,0.0,Actor,0.98337721824646,1.0,8.0,1.0,0.0,0.0,133.0,Lalo,20230308
93,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0003807544708252,1.0,9.0,1.0,0.0,0.0,134.0,Lalo,20230308
94,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0162639617919922,1.0,10.0,1.0,0.0,0.0,135.0,Lalo,20230308
95,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9831819534301758,1.0,11.0,1.0,0.0,0.0,136.0,Lalo,20230308
96,1R,Low,7.0,7.0,0.0,0.0,Observer,0.9997000694274902,1.0,12.0,1.0,0.0,0.0,137.0,Lalo,20230308
97,1R,Med,9.0,9.0,0.0,0.0,Observer,2.1155951023101807,1.0,13.0,1.0,0.0,0.0,138.0,Lalo,20230308
98,1R,Low,1.0,1.0,0.0,1.0,Observer,0.999809980392456,-1.0,14.0,1.0,0.0,0.0,139.0,Lalo,20230308
99,1R,Low,4.0,4.0,0.0,0.0,Actor-incongruent,0.9834041595458984,1.0,0.0,0.8943849289895325,0.109956068582997,0.0,141.0,Lalo,20230308
100,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0335659980773926,1.0,1.0,0.9997888645271016,0.0,0.0,142.0,Lalo,20230308
101,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0001018047332764,1.0,3.0,1.0,0.0,0.0,144.0,Lalo,20230308
102,1R,Low,1.0,1.0,0.0,0.0,Observer,1.1671791076660156,1.0,4.0,1.0,0.0,0.0,145.0,Lalo,20230308
103,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9994418621063232,1.0,5.0,0.9996397058774268,0.0,0.0,146.0,Lalo,20230308
104,1R,Low,2.0,2.0,0.0,0.0,Actor,0.983436107635498,1.0,9.0,1.0,0.0,0.0,150.0,Lalo,20230308
105,1R,Med,9.0,9.0,0.0,0.0,Observer,1.0503590106964111,1.0,10.0,0.998768001005003,0.1650069453606359,0.0,151.0,Lalo,20230308
106,1R,Low,4.0,4.0,0.0,1.0,Observer,0.9836328029632568,-1.0,11.0,0.9998945708628898,0.0,0.0,152.0,Lalo,20230308
107,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9829659461975098,1.0,0.0,1.0,0.0,0.0,155.0,Lalo,20230308
108,1R,Med,9.0,9.0,0.0,0.0,Observer,0.9837701320648193,1.0,1.0,0.9999526602571722,0.0,0.0,156.0,Lalo,20230308
109,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9995682239532471,1.0,2.0,0.9999593589322272,0.0,0.0,157.0,Lalo,20230308
110,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9999978542327881,1.0,3.0,0.9622550205661748,0.0,0.0,158.0,Lalo,20230308
111,1R,Med,11.0,11.0,0.0,0.0,Observer,0.9829180240631104,1.0,4.0,0.9689865838165578,0.0,0.0,159.0,Lalo,20230308
112,1R,Med,9.0,9.0,0.0,0.0,Actor,1.0332310199737549,1.0,5.0,1.0,0.0,0.0,160.0,Lalo,20230308
