,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,3.0,2021_06_13,KL
1,1R,Low,8.0,8.0,0.0,0.0,self,1.0,1.0,4.0,2021_06_13,KL
2,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,5.0,2021_06_13,KL
3,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,12.0,2021_06_13,KL
4,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,13.0,2021_06_13,KL
5,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,14.0,2021_06_13,KL
6,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,19.0,2021_06_13,KL
7,1R,Low,7.0,7.0,0.0,0.0,self,1.0,8.0,20.0,2021_06_13,KL
8,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,21.0,2021_06_13,KL
9,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,28.0,2021_06_13,KL
10,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,29.0,2021_06_13,KL
11,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,30.0,2021_06_13,KL
12,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,31.0,2021_06_13,KL
13,1R,Low,4.0,4.0,1.0,0.0,self,0.0,5.0,33.0,2021_06_13,KL
14,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,41.0,2021_06_13,KL
15,1R,Low,1.0,1.0,1.0,0.0,self,0.0,0.0,53.0,2021_06_13,KL
16,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,55.0,2021_06_13,KL
17,1R,Low,7.0,7.0,0.0,0.0,self,1.0,3.0,56.0,2021_06_13,KL
18,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,67.0,2021_06_13,KL
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,69.0,2021_06_13,KL
20,1R,Low,6.0,6.0,0.0,1.0,self,0.0,8.0,75.0,2021_06_13,KL
21,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,83.0,2021_06_13,KL
22,1R,Med,10.0,10.0,0.0,0.0,self,1.0,2.0,85.0,2021_06_13,KL
23,1R,Low,5.0,5.0,0.0,0.0,self,1.0,7.0,90.0,2021_06_13,KL
24,1R,Low,1.0,1.0,1.0,1.0,self,1.0,8.0,91.0,2021_06_13,KL
25,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,92.0,2021_06_13,KL
26,1R,Low,6.0,6.0,1.0,0.0,self,0.0,1.0,93.0,2021_06_13,KL
27,1R,Low,6.0,6.0,1.0,0.0,self,0.0,4.0,96.0,2021_06_13,KL
28,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,101.0,2021_06_13,KL
29,1R,Low,8.0,8.0,0.0,1.0,self,0.0,10.0,102.0,2021_06_13,KL
30,1R,Low,5.0,5.0,1.0,0.0,self,0.0,0.0,107.0,2021_06_13,KL
31,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,111.0,2021_06_13,KL
32,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,112.0,2021_06_13,KL
33,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,123.0,2021_06_13,KL
34,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,132.0,2021_06_13,KL
35,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,134.0,2021_06_13,KL
36,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,136.0,2021_06_13,KL
37,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,137.0,2021_06_13,KL
38,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,138.0,2021_06_13,KL
39,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,139.0,2021_06_13,KL
40,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,141.0,2021_06_13,KL
41,1R,Low,5.0,5.0,0.0,0.0,self,1.0,11.0,147.0,2021_06_13,KL
42,1R,Low,4.0,4.0,1.0,0.0,self,0.0,12.0,148.0,2021_06_13,KL
43,1R,Low,1.0,1.0,0.0,0.0,self,1.0,19.0,155.0,2021_06_13,KL
44,1R,Low,8.0,8.0,0.0,0.0,self,1.0,20.0,156.0,2021_06_13,KL
45,1R,Low,3.0,3.0,0.0,0.0,self,1.0,22.0,158.0,2021_06_13,KL
46,1R,Low,5.0,5.0,0.0,1.0,self,0.0,23.0,159.0,2021_06_13,KL
47,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,161.0,2021_06_13,KL
