,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,4.0,2021_06_12,KL
1,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,5.0,2021_06_12,KL
2,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,11.0,2021_06_12,KL
3,1R,Med,11.0,11.0,1.0,0.0,self,0.0,1.0,12.0,2021_06_12,KL
4,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,15.0,2021_06_12,KL
5,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,16.0,2021_06_12,KL
6,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,17.0,2021_06_12,KL
7,1R,Low,7.0,7.0,0.0,0.0,self,1.0,9.0,20.0,2021_06_12,KL
8,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,21.0,2021_06_12,KL
9,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,32.0,2021_06_12,KL
10,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,33.0,2021_06_12,KL
11,1R,Med,9.0,9.0,0.0,0.0,self,1.0,2.0,34.0,2021_06_12,KL
12,1R,Low,4.0,4.0,0.0,1.0,self,0.0,3.0,35.0,2021_06_12,KL
13,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,37.0,2021_06_12,KL
14,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,38.0,2021_06_12,KL
15,1R,Med,10.0,10.0,0.0,0.0,self,1.0,3.0,40.0,2021_06_12,KL
16,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,41.0,2021_06_12,KL
17,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,43.0,2021_06_12,KL
18,1R,Low,1.0,1.0,1.0,0.0,self,0.0,0.0,47.0,2021_06_12,KL
19,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,52.0,2021_06_12,KL
20,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,53.0,2021_06_12,KL
21,1R,Low,8.0,8.0,1.0,0.0,self,0.0,8.0,55.0,2021_06_12,KL
22,1R,Low,6.0,6.0,1.0,0.0,self,0.0,0.0,58.0,2021_06_12,KL
23,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,61.0,2021_06_12,KL
24,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,62.0,2021_06_12,KL
25,1R,Low,2.0,2.0,1.0,0.0,self,0.0,7.0,65.0,2021_06_12,KL
26,1R,Low,1.0,1.0,0.0,0.0,self,1.0,11.0,69.0,2021_06_12,KL
27,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,73.0,2021_06_12,KL
28,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,74.0,2021_06_12,KL
29,1R,Med,9.0,9.0,1.0,0.0,self,0.0,3.0,76.0,2021_06_12,KL
30,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,81.0,2021_06_12,KL
31,1R,Low,7.0,7.0,0.0,1.0,self,0.0,9.0,82.0,2021_06_12,KL
32,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,88.0,2021_06_12,KL
33,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,89.0,2021_06_12,KL
34,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,93.0,2021_06_12,KL
35,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,94.0,2021_06_12,KL
