,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.4772727272727273,K,0.4772727272727273,,2021_06_20
1,-10,0.5227272727272727,K,0.5227272727272727,,2021_06_20
2,-9,0.6590909090909091,K,0.6590909090909091,,2021_06_20
3,-8,0.75,K,0.75,,2021_06_20
4,-7,0.75,K,0.75,,2021_06_20
5,-6,0.7272727272727273,K,0.7272727272727273,,2021_06_20
6,-5,0.75,K,0.75,,2021_06_20
7,-4,0.6363636363636364,K,0.6363636363636364,,2021_06_20
8,-3,0.6590909090909091,K,0.6590909090909091,,2021_06_20
9,-2,0.7272727272727273,K,0.7272727272727273,,2021_06_20
10,-1,0.7272727272727273,K,0.7272727272727273,,2021_06_20
11,0,0.3181818181818182,K,0.3181818181818182,,2021_06_20
12,1,0.5,K,0.5,,2021_06_20
13,2,0.5681818181818182,K,0.5681818181818182,,2021_06_20
14,3,0.7954545454545454,K,0.7954545454545454,,2021_06_20
15,4,0.8181818181818182,K,0.8181818181818182,,2021_06_20
16,5,0.7906976744186046,K,0.7906976744186046,,2021_06_20
17,6,0.8604651162790697,K,0.8604651162790697,,2021_06_20
18,7,0.7674418604651163,K,0.7674418604651163,,2021_06_20
19,8,0.7441860465116279,K,0.7441860465116279,,2021_06_20
20,9,0.7209302325581395,K,0.7209302325581395,,2021_06_20
21,10,0.627906976744186,K,0.627906976744186,,2021_06_20
