,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,2.0,2021_06_20,KL
1,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,3.0,2021_06_20,KL
2,1R,Med,9.0,9.0,0.0,0.0,self,1.0,8.0,10.0,2021_06_20,KL
3,1R,Low,5.0,5.0,0.0,0.0,self,1.0,9.0,11.0,2021_06_20,KL
4,1R,Low,6.0,6.0,1.0,0.0,self,0.0,10.0,12.0,2021_06_20,KL
5,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,19.0,2021_06_20,KL
6,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,20.0,2021_06_20,KL
7,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,21.0,2021_06_20,KL
8,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,22.0,2021_06_20,KL
9,1R,Low,7.0,7.0,0.0,0.0,self,1.0,9.0,28.0,2021_06_20,KL
10,1R,Low,4.0,4.0,0.0,1.0,self,0.0,10.0,29.0,2021_06_20,KL
11,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,32.0,2021_06_20,KL
12,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,33.0,2021_06_20,KL
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,34.0,2021_06_20,KL
14,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,35.0,2021_06_20,KL
15,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,36.0,2021_06_20,KL
16,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,37.0,2021_06_20,KL
17,1R,Low,6.0,6.0,0.0,0.0,self,1.0,6.0,38.0,2021_06_20,KL
18,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,40.0,2021_06_20,KL
19,1R,Low,8.0,8.0,0.0,1.0,self,0.0,10.0,42.0,2021_06_20,KL
20,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,44.0,2021_06_20,KL
21,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,48.0,2021_06_20,KL
22,1R,Low,8.0,8.0,0.0,0.0,self,1.0,8.0,52.0,2021_06_20,KL
23,1R,Low,2.0,2.0,0.0,0.0,self,1.0,10.0,54.0,2021_06_20,KL
24,1R,Low,7.0,7.0,0.0,0.0,self,1.0,11.0,55.0,2021_06_20,KL
25,1R,Low,3.0,3.0,0.0,0.0,self,1.0,12.0,56.0,2021_06_20,KL
26,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,59.0,2021_06_20,KL
27,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,60.0,2021_06_20,KL
28,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,61.0,2021_06_20,KL
29,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,64.0,2021_06_20,KL
30,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,65.0,2021_06_20,KL
31,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,77.0,2021_06_20,KL
32,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,78.0,2021_06_20,KL
33,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,79.0,2021_06_20,KL
34,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,81.0,2021_06_20,KL
35,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,85.0,2021_06_20,KL
