,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_06_26,JY
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_06_26,JY
2,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,3.0,2021_06_26,JY
3,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,4.0,2021_06_26,JY
4,1R,Low,7.0,7.0,0.0,0.0,self,1.0,5.0,5.0,2021_06_26,JY
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,7.0,2021_06_26,JY
6,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,8.0,2021_06_26,JY
7,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,9.0,2021_06_26,JY
8,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,10.0,2021_06_26,JY
9,1R,Low,4.0,4.0,0.0,1.0,self,0.0,11.0,11.0,2021_06_26,JY
10,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,13.0,2021_06_26,JY
11,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,16.0,2021_06_26,JY
12,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,17.0,2021_06_26,JY
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,18.0,2021_06_26,JY
14,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,19.0,2021_06_26,JY
15,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,23.0,2021_06_26,JY
16,1R,Low,1.0,1.0,0.0,0.0,self,1.0,11.0,24.0,2021_06_26,JY
17,1R,Med,10.0,10.0,0.0,0.0,self,1.0,12.0,25.0,2021_06_26,JY
18,1R,Med,9.0,9.0,0.0,0.0,self,1.0,13.0,26.0,2021_06_26,JY
19,1R,High,13.0,13.0,0.0,0.0,self,1.0,14.0,27.0,2021_06_26,JY
20,1R,Low,3.0,3.0,0.0,1.0,self,0.0,15.0,28.0,2021_06_26,JY
21,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,31.0,2021_06_26,JY
22,1R,High,12.0,12.0,0.0,0.0,self,1.0,1.0,32.0,2021_06_26,JY
23,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,33.0,2021_06_26,JY
24,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,34.0,2021_06_26,JY
25,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,35.0,2021_06_26,JY
26,1R,Med,10.0,10.0,0.0,0.0,self,1.0,7.0,38.0,2021_06_26,JY
27,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,42.0,2021_06_26,JY
28,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,43.0,2021_06_26,JY
29,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,44.0,2021_06_26,JY
30,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,45.0,2021_06_26,JY
31,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,48.0,2021_06_26,JY
32,1R,Low,5.0,5.0,0.0,0.0,self,1.0,8.0,50.0,2021_06_26,JY
33,1R,Low,1.0,1.0,0.0,1.0,self,0.0,10.0,52.0,2021_06_26,JY
34,1R,Med,11.0,11.0,0.0,0.0,self,1.0,0.0,54.0,2021_06_26,JY
35,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,55.0,2021_06_26,JY
36,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,56.0,2021_06_26,JY
37,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,57.0,2021_06_26,JY
38,1R,Med,10.0,10.0,0.0,0.0,self,1.0,7.0,61.0,2021_06_26,JY
39,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,62.0,2021_06_26,JY
40,1R,Low,8.0,8.0,0.0,1.0,self,0.0,9.0,63.0,2021_06_26,JY
41,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,67.0,2021_06_26,JY
42,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,68.0,2021_06_26,JY
43,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,69.0,2021_06_26,JY
44,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,71.0,2021_06_26,JY
45,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,72.0,2021_06_26,JY
46,1R,Low,5.0,5.0,0.0,0.0,self,1.0,7.0,74.0,2021_06_26,JY
47,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,75.0,2021_06_26,JY
48,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,78.0,2021_06_26,JY
49,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,80.0,2021_06_26,JY
50,1R,High,12.0,12.0,0.0,0.0,self,1.0,5.0,83.0,2021_06_26,JY
51,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,84.0,2021_06_26,JY
52,1R,Low,8.0,8.0,0.0,0.0,self,1.0,8.0,86.0,2021_06_26,JY
53,1R,Low,1.0,1.0,0.0,1.0,self,0.0,10.0,88.0,2021_06_26,JY
54,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,91.0,2021_06_26,JY
55,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,92.0,2021_06_26,JY
56,1R,Med,9.0,9.0,0.0,0.0,self,1.0,2.0,93.0,2021_06_26,JY
57,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,94.0,2021_06_26,JY
58,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,95.0,2021_06_26,JY
59,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,96.0,2021_06_26,JY
60,1R,Low,8.0,8.0,0.0,0.0,self,1.0,7.0,98.0,2021_06_26,JY
61,1R,Low,5.0,5.0,0.0,0.0,self,1.0,10.0,101.0,2021_06_26,JY
62,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,104.0,2021_06_26,JY
63,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,105.0,2021_06_26,JY
64,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,106.0,2021_06_26,JY
65,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,107.0,2021_06_26,JY
66,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,108.0,2021_06_26,JY
67,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,110.0,2021_06_26,JY
68,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,111.0,2021_06_26,JY
69,1R,Med,9.0,9.0,0.0,0.0,self,1.0,8.0,112.0,2021_06_26,JY
70,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,118.0,2021_06_26,JY
71,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,122.0,2021_06_26,JY
72,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,123.0,2021_06_26,JY
73,1R,Med,11.0,11.0,0.0,0.0,self,1.0,8.0,126.0,2021_06_26,JY
74,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,127.0,2021_06_26,JY
75,1R,Low,7.0,7.0,0.0,0.0,self,1.0,11.0,129.0,2021_06_26,JY
76,1R,Med,11.0,11.0,0.0,1.0,self,0.0,12.0,130.0,2021_06_26,JY
77,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,132.0,2021_06_26,JY
78,1R,Med,11.0,11.0,0.0,0.0,self,1.0,1.0,133.0,2021_06_26,JY
79,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,135.0,2021_06_26,JY
80,1R,Low,7.0,7.0,0.0,0.0,self,1.0,5.0,137.0,2021_06_26,JY
81,1R,Med,11.0,11.0,0.0,0.0,self,1.0,9.0,141.0,2021_06_26,JY
82,1R,Low,3.0,3.0,0.0,0.0,self,1.0,10.0,142.0,2021_06_26,JY
83,1R,Low,3.0,3.0,0.0,0.0,self,1.0,11.0,143.0,2021_06_26,JY
84,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,145.0,2021_06_26,JY
85,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,147.0,2021_06_26,JY
86,1R,Low,7.0,7.0,0.0,0.0,self,1.0,4.0,149.0,2021_06_26,JY
87,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,150.0,2021_06_26,JY
88,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,153.0,2021_06_26,JY
89,1R,Med,11.0,11.0,0.0,0.0,self,1.0,9.0,154.0,2021_06_26,JY
90,1R,Low,2.0,2.0,0.0,0.0,self,1.0,11.0,156.0,2021_06_26,JY
91,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,159.0,2021_06_26,JY
92,1R,Med,10.0,10.0,0.0,0.0,self,1.0,1.0,160.0,2021_06_26,JY
93,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,161.0,2021_06_26,JY
94,1R,Med,10.0,10.0,0.0,0.0,self,1.0,4.0,163.0,2021_06_26,JY
95,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,166.0,2021_06_26,JY
96,1R,Low,1.0,1.0,0.0,0.0,self,1.0,10.0,169.0,2021_06_26,JY
97,1R,Low,5.0,5.0,1.0,0.0,self,0.0,11.0,170.0,2021_06_26,JY
98,1R,Low,3.0,3.0,0.0,1.0,self,0.0,13.0,172.0,2021_06_26,JY
