,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441304.172802, 0.0]","[1.0, 1.0]",1.0,1.0,3.867224931716919,1623441309.104675,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
1,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1623441310.2393491, 0.0]","[0.0, 1.0]",0.0,1.0,3.883340835571289,1623441315.2551901,1,-1,0,1,0.8,0.0,15,12,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441316.3568392, 0.0]","[1.0, 1.0]",1.0,1.0,3.866593837738037,1623441320.971781,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441324.2394412, 0.0]","[1.0, 1.0]",1.0,1.0,1.5833258628845215,1623441327.054986,1,-1,0,-1,0.75,1.0,4,3,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441325.5554352, 0.0]","[1.0, 1.0]",1.0,1.0,3.867480993270874,1623441330.170857,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441331.1397164, 0.0]","[1.0, 1.0]",1.0,1.0,3.8667635917663574,1623441335.7548642,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441339.638869, 0.0]","[1.0, 1.0]",1.0,1.0,0.9666550159454346,1623441341.121481,1,-1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441339.3418128, 0.0]","[1.0, 1.0]",1.0,1.0,3.8665411472320557,1623441343.9214709,1,-1,0,-1,0.7333333333333333,0.0,15,11,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441344.922699, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666629791259766,1623441349.521346,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
9,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1623441350.505448, 0.0]","[0.0, 1.0]",0.0,1.0,3.8667309284210205,1623441354.987925,1,-1,0,1,0.8666666666666667,0.0,15,13,0,"[0, 0]"
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441356.089149, 0.0]","[1.0, 1.0]",1.0,1.0,3.8667409420013428,1623441360.471155,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441362.271271, 0.0]","[1.0, 1.0]",1.0,1.0,2.7833011150360107,1623441365.671131,1,-1,0,-1,0.5,1.0,10,5,0,"[0, 0]"
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441368.089476, 0.0]","[1.0, 1.0]",1.0,1.0,1.566619873046875,1623441370.187747,1,-1,0,-1,0.75,1.0,4,3,0,"[0, 0]"
13,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441371.7893832, 0.0]","[1.0, 1.0]",1.0,1.0,0.949955940246582,1623441373.5710871,1,-1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
14,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623441371.4724889, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666560649871826,1623441375.9042618,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
15,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1623441377.071594, 0.0]","[0.0, 0.0]",0.0,0.0,3.8666539192199707,1623441381.4542122,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
16,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441383.687797, 0.0]","[1.0, 0.0]",1.0,0.0,2.349928855895996,1623441386.620814,1,-1,0,1,0.75,1.0,8,6,0,"[0, 0]"
17,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441388.7557168, 0.0]","[1.0, 0.0]",1.0,0.0,1.3667161464691162,1623441390.5706959,1,-1,0,1,1.0,1.0,3,3,0,"[0, 0]"
18,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441391.1382267, 0.0]","[1.0, 0.0]",1.0,0.0,1.583301305770874,1623441393.1540558,1,-1,0,1,0.75,1.0,4,3,0,"[0, 0]"
19,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441394.6378777, 0.0]","[1.0, 0.0]",1.0,0.0,1.1666982173919678,1623441397.037243,1,-1,0,1,1.0,1.0,2,2,0,"[0, 0]"
20,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441395.036874, 0.0]","[1.0, 0.0]",1.0,0.0,3.8673830032348633,1623441399.5705879,1,-1,0,1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
21,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441400.6222427, 0.0]","[1.0, 0.0]",1.0,0.0,3.866777181625366,1623441404.9538188,1,-1,0,1,0.8,0.0,15,12,0,"[0, 0]"
22,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1623441405.705679, 0.0]","[0.0, 0.0]",0.0,0.0,3.882528066635132,1623441410.037243,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
23,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1623441410.8038769, 0.0]","[0.0, 0.0]",0.0,0.0,3.8667922019958496,1623441415.1369758,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
24,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441415.8870418, 0.0]","[1.0, 0.0]",1.0,0.0,3.8668181896209717,1623441420.403522,1,-1,0,1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
25,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1623441421.4709866, 0.0]","[0.0, 0.0]",0.0,0.0,3.8667683601379395,1623441425.7868228,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
26,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1623441426.5715141, 0.0]","[0.0, 0.0]",0.0,0.0,3.8663947582244873,1623441433.5860832,1,-1,0,-1,0.8666666666666667,0.0,15,13,0,"[0, 0]"
27,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623441434.6384373, 0.0]","[1.0, 0.0]",1.0,0.0,3.8832318782806396,1623441438.98678,1,-1,0,1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
28,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1623441439.7544682, 0.0]","[0.0, 1.0]",0.0,1.0,3.8656749725341797,1623441444.186712,1,-1,0,1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
