,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,3.0,2021_06_11,JY
1,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,6.0,2021_06_11,JY
2,1R,Low,5.0,5.0,0.0,0.0,self,1.0,8.0,11.0,2021_06_11,JY
3,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,12.0,2021_06_11,JY
4,1R,Low,1.0,1.0,0.0,0.0,self,1.0,10.0,13.0,2021_06_11,JY
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,16.0,2021_06_11,JY
6,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,17.0,2021_06_11,JY
7,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,18.0,2021_06_11,JY
8,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,19.0,2021_06_11,JY
9,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,30.0,2021_06_11,JY
10,1R,Low,8.0,8.0,0.0,0.0,self,1.0,1.0,31.0,2021_06_11,JY
11,1R,Med,10.0,10.0,0.0,0.0,self,1.0,3.0,33.0,2021_06_11,JY
12,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,34.0,2021_06_11,JY
13,1R,Low,7.0,7.0,0.0,0.0,self,1.0,6.0,36.0,2021_06_11,JY
14,1R,Low,3.0,3.0,0.0,0.0,self,1.0,8.0,38.0,2021_06_11,JY
15,1R,Low,1.0,1.0,1.0,1.0,self,1.0,9.0,39.0,2021_06_11,JY
16,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,40.0,2021_06_11,JY
17,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,42.0,2021_06_11,JY
18,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,44.0,2021_06_11,JY
19,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,45.0,2021_06_11,JY
20,1R,Low,5.0,5.0,0.0,0.0,self,1.0,6.0,46.0,2021_06_11,JY
21,1R,Med,9.0,9.0,0.0,0.0,self,1.0,7.0,47.0,2021_06_11,JY
22,1R,Low,8.0,8.0,1.0,1.0,self,1.0,10.0,50.0,2021_06_11,JY
23,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,51.0,2021_06_11,JY
24,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,52.0,2021_06_11,JY
25,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,55.0,2021_06_11,JY
26,1R,Low,7.0,7.0,0.0,0.0,self,1.0,5.0,56.0,2021_06_11,JY
