,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203218.7273011, 0.0]","[1.0, 1.0]",1.0,1.0,3.399209976196289,1624203226.276226,1,-1,0,-1,0.7692307692307693,1.0,13,10,0,"[0, 0]"
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203227.960344, 0.0]","[1.0, 1.0]",1.0,1.0,2.7666587829589844,1624203231.7428951,1,-1,0,-1,0.6,1.0,10,6,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203231.4599917, 0.0]","[1.0, 1.0]",1.0,1.0,3.8667032718658447,1624203236.0760598,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203239.327423, 0.0]","[1.0, 1.0]",1.0,1.0,1.5835168361663818,1624203241.55939,1,-1,0,-1,1.0,1.0,4,4,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203240.4433098, 0.0]","[1.0, 1.0]",1.0,1.0,3.549955129623413,1624203244.6926389,1,-1,0,-1,0.5714285714285714,1.0,14,8,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203245.2769709, 0.0]","[1.0, 1.0]",1.0,1.0,3.8000850677490234,1624203250.025864,1,-1,0,-1,0.4666666666666667,1.0,15,7,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203250.793046, 0.0]","[1.0, 1.0]",1.0,1.0,3.867382049560547,1624203255.475032,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203256.3770146, 0.0]","[1.0, 1.0]",1.0,1.0,3.866652250289917,1624203260.9590259,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203264.4762049, 0.0]","[1.0, 1.0]",1.0,1.0,1.366697072982788,1624203267.125558,1,-1,0,-1,0.6666666666666666,1.0,3,2,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624203266.993611, 0.0]","[1.0, 1.0]",1.0,1.0,2.450100898742676,1624203270.392141,1,-1,0,-1,0.75,1.0,8,6,0,"[0, 0]"
