,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,1.0,2021_05_08,AP
1,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,3.0,2021_05_08,AP
2,1R,Med,9.0,9.0,0.0,0.0,self,1.0,4.0,5.0,2021_05_08,AP
3,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,8.0,2021_05_08,AP
4,1R,Low,6.0,6.0,0.0,0.0,self,1.0,8.0,9.0,2021_05_08,AP
5,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,11.0,2021_05_08,AP
6,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,12.0,2021_05_08,AP
7,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,13.0,2021_05_08,AP
8,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,14.0,2021_05_08,AP
9,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,25.0,2021_05_08,AP
10,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,26.0,2021_05_08,AP
11,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,27.0,2021_05_08,AP
12,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,28.0,2021_05_08,AP
13,1R,Med,10.0,10.0,0.0,0.0,self,1.0,4.0,29.0,2021_05_08,AP
14,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,30.0,2021_05_08,AP
15,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,31.0,2021_05_08,AP
16,1R,Low,3.0,3.0,0.0,0.0,self,1.0,8.0,33.0,2021_05_08,AP
17,1R,Low,6.0,6.0,0.0,1.0,self,0.0,9.0,34.0,2021_05_08,AP
18,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,36.0,2021_05_08,AP
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,38.0,2021_05_08,AP
20,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,41.0,2021_05_08,AP
21,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,42.0,2021_05_08,AP
22,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,44.0,2021_05_08,AP
23,1R,Low,2.0,2.0,0.0,0.0,self,1.0,9.0,45.0,2021_05_08,AP
24,1R,Low,4.0,4.0,0.0,1.0,self,0.0,10.0,46.0,2021_05_08,AP
25,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,53.0,2021_05_08,AP
26,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,54.0,2021_05_08,AP
27,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,55.0,2021_05_08,AP
28,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,56.0,2021_05_08,AP
29,1R,Low,5.0,5.0,0.0,1.0,self,0.0,4.0,57.0,2021_05_08,AP
30,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,59.0,2021_05_08,AP
31,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,61.0,2021_05_08,AP
32,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,62.0,2021_05_08,AP
33,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,63.0,2021_05_08,AP
34,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,68.0,2021_05_08,AP
35,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,72.0,2021_05_08,AP
36,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,73.0,2021_05_08,AP
37,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,74.0,2021_05_08,AP
38,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,75.0,2021_05_08,AP
39,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,76.0,2021_05_08,AP
40,1R,Low,1.0,1.0,1.0,0.0,self,0.0,9.0,81.0,2021_05_08,AP
41,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,83.0,2021_05_08,AP
42,1R,Med,11.0,11.0,0.0,0.0,self,1.0,4.0,87.0,2021_05_08,AP
43,1R,Med,10.0,10.0,0.0,0.0,self,1.0,6.0,89.0,2021_05_08,AP
44,1R,Low,7.0,7.0,0.0,0.0,self,1.0,7.0,90.0,2021_05_08,AP
45,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,91.0,2021_05_08,AP
46,1R,Low,2.0,2.0,0.0,0.0,self,1.0,10.0,93.0,2021_05_08,AP
47,1R,Low,8.0,8.0,0.0,0.0,self,1.0,11.0,94.0,2021_05_08,AP
48,1R,Low,4.0,4.0,0.0,0.0,self,1.0,12.0,95.0,2021_05_08,AP
49,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,101.0,2021_05_08,AP
50,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,106.0,2021_05_08,AP
51,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,107.0,2021_05_08,AP
52,1R,Low,8.0,8.0,0.0,1.0,self,0.0,7.0,108.0,2021_05_08,AP
53,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,115.0,2021_05_08,AP
54,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,116.0,2021_05_08,AP
55,1R,Low,4.0,4.0,0.0,1.0,self,0.0,6.0,121.0,2021_05_08,AP
56,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,125.0,2021_05_08,AP
57,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,128.0,2021_05_08,AP
58,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,130.0,2021_05_08,AP
59,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,138.0,2021_05_08,AP
60,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,139.0,2021_05_08,AP
61,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,140.0,2021_05_08,AP
