,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620421651.98821, 0.0]","[0.0, 0.0]",0.0,0.0,3.8833320140838623,1620421664.154248,1,1,0,1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
1,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620421665.588099, 0.0]","[0.0, 0.0]",0.0,0.0,3.8665969371795654,1620421670.553945,1,1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421672.5710332, 0.0]","[1.0, 1.0]",1.0,1.0,2.9667608737945557,1620421676.537153,1,-1,0,-1,0.7272727272727273,1.0,11,8,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421679.2710934, 0.0]","[1.0, 1.0]",1.0,1.0,1.3500077724456787,1620421681.0703712,1,-1,0,-1,0.6666666666666666,1.0,3,2,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421679.33735, 0.0]","[1.0, 1.0]",1.0,1.0,3.8667151927948,1620421683.887018,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421687.821798, 0.0]","[1.0, 1.0]",1.0,1.0,0.9500699043273926,1620421689.770198,1,-1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421687.9708188, 0.0]","[1.0, 1.0]",1.0,1.0,3.8668131828308105,1620421692.586611,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421693.5541928, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666670322418213,1620421698.536712,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421702.3375018, 0.0]","[1.0, 1.0]",1.0,1.0,1.1666641235351562,1620421704.1698549,1,-1,0,-1,1.0,1.0,2,2,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421703.7034898, 0.0]","[1.0, 1.0]",1.0,1.0,2.3833541870117188,1620421706.753193,1,-1,0,-1,0.75,1.0,8,6,0,"[0, 0]"
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620421706.287467, 0.0]","[1.0, 1.0]",1.0,1.0,3.8665690422058105,1620421710.819715,1,-1,0,-1,0.3333333333333333,0.0,15,5,0,"[0, 0]"
11,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620421711.870419, 0.0]","[0.0, 0.0]",0.0,0.0,3.8664870262145996,1620421716.336365,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
12,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620421717.453617, 0.0]","[0.0, 0.0]",0.0,0.0,3.866710901260376,1620421722.002825,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
13,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620421723.02176, 0.0]","[0.0, 0.0]",0.0,0.0,3.882615089416504,1620421727.552672,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
