,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,3.0,3.0,0.0,0.0,self,1.4988839626312256,1.0,0.0,3.0,Offenbach,20220802
1,1R,Low,1.0,1.0,0.0,0.0,self,1.1331708431243896,1.0,4.0,7.0,Offenbach,20220802
2,1R,Med,9.0,9.0,0.0,0.0,self,1.3994801044464111,1.0,5.0,8.0,Offenbach,20220802
3,1R,Low,2.0,2.0,0.0,0.0,self,1.3831450939178467,1.0,6.0,9.0,Offenbach,20220802
4,1R,Low,3.0,3.0,0.0,0.0,self,1.8328161239624023,1.0,7.0,10.0,Offenbach,20220802
5,1R,Med,9.0,9.0,0.0,1.0,self,1.4489331245422363,-1.0,8.0,11.0,Offenbach,20220802
6,1R,Low,7.0,7.0,0.0,0.0,self,1.4322400093078613,1.0,0.0,14.0,Offenbach,20220802
7,1R,Low,2.0,2.0,0.0,0.0,self,1.3662688732147217,1.0,1.0,15.0,Offenbach,20220802
8,1R,Low,1.0,1.0,0.0,0.0,self,1.0667169094085693,1.0,7.0,21.0,Offenbach,20220802
9,1R,Low,8.0,8.0,0.0,0.0,self,1.2999370098114014,1.0,9.0,23.0,Offenbach,20220802
10,1R,Med,9.0,9.0,0.0,0.0,self,1.1316728591918945,1.0,10.0,24.0,Offenbach,20220802
11,1R,Low,3.0,3.0,0.0,0.0,self,1.4487030506134033,1.0,12.0,26.0,Offenbach,20220802
12,1R,Low,3.0,3.0,0.0,0.0,self,1.2494730949401855,1.0,0.0,29.0,Offenbach,20220802
13,1R,Low,6.0,6.0,0.0,0.0,self,1.0340609550476074,1.0,2.0,31.0,Offenbach,20220802
14,1R,Low,5.0,5.0,0.0,0.0,self,1.1985039710998535,1.0,3.0,32.0,Offenbach,20220802
15,1R,Low,2.0,2.0,0.0,0.0,self,1.1165001392364502,1.0,4.0,33.0,Offenbach,20220802
16,1R,Low,5.0,5.0,0.0,0.0,self,1.0662930011749268,1.0,5.0,34.0,Offenbach,20220802
17,1R,Low,3.0,3.0,0.0,0.0,self,1.3661901950836182,1.0,6.0,35.0,Offenbach,20220802
18,1R,Low,8.0,8.0,0.0,0.0,self,1.049433946609497,1.0,7.0,36.0,Offenbach,20220802
19,1R,Low,5.0,5.0,0.0,0.0,self,1.3153190612792969,1.0,8.0,37.0,Offenbach,20220802
20,1R,Low,7.0,7.0,0.0,0.0,self,1.1321463584899902,1.0,9.0,38.0,Offenbach,20220802
21,1R,Low,7.0,7.0,0.0,0.0,self,0.9999518394470215,1.0,15.0,44.0,Offenbach,20220802
22,1R,Low,3.0,3.0,0.0,0.0,self,1.0322890281677246,1.0,16.0,45.0,Offenbach,20220802
23,1R,Low,4.0,4.0,0.0,1.0,self,1.115419864654541,-1.0,17.0,46.0,Offenbach,20220802
24,1R,Low,5.0,5.0,0.0,0.0,self,1.248854160308838,1.0,0.0,49.0,Offenbach,20220802
25,1R,Low,1.0,1.0,0.0,0.0,self,1.2990219593048096,1.0,1.0,50.0,Offenbach,20220802
26,1R,Med,10.0,10.0,0.0,0.0,self,1.1827712059020996,1.0,2.0,51.0,Offenbach,20220802
27,1R,Low,3.0,3.0,0.0,0.0,self,1.067166805267334,1.0,3.0,52.0,Offenbach,20220802
28,1R,Low,6.0,6.0,0.0,0.0,self,1.1987848281860352,1.0,4.0,53.0,Offenbach,20220802
29,1R,Low,6.0,6.0,0.0,0.0,self,1.2653827667236328,1.0,5.0,54.0,Offenbach,20220802
30,1R,Low,2.0,2.0,0.0,0.0,self,0.9834821224212646,1.0,6.0,55.0,Offenbach,20220802
31,1R,Low,8.0,8.0,0.0,0.0,self,1.2994561195373535,1.0,7.0,56.0,Offenbach,20220802
32,1R,Low,5.0,5.0,0.0,0.0,self,1.2164678573608398,1.0,8.0,57.0,Offenbach,20220802
33,1R,Low,4.0,4.0,0.0,0.0,self,0.9826490879058838,1.0,9.0,58.0,Offenbach,20220802
34,1R,Low,5.0,5.0,0.0,0.0,self,1.3492319583892822,1.0,11.0,60.0,Offenbach,20220802
35,1R,Low,3.0,3.0,0.0,0.0,self,1.0158209800720215,1.0,12.0,61.0,Offenbach,20220802
36,1R,Med,10.0,10.0,0.0,0.0,self,1.3153488636016846,1.0,13.0,62.0,Offenbach,20220802
37,1R,Low,8.0,8.0,1.0,0.0,self,1.8987369537353516,-1.0,15.0,64.0,Offenbach,20220802
38,1R,Low,7.0,7.0,0.0,0.0,self,0.9660079479217529,1.0,0.0,67.0,Offenbach,20220802
39,1R,Low,7.0,7.0,0.0,0.0,self,1.1655778884887695,1.0,1.0,68.0,Offenbach,20220802
40,1R,Low,2.0,2.0,0.0,0.0,self,0.9834554195404053,1.0,2.0,69.0,Offenbach,20220802
41,1R,Low,7.0,7.0,0.0,0.0,self,1.032689094543457,1.0,4.0,71.0,Offenbach,20220802
42,1R,Low,8.0,8.0,0.0,0.0,self,0.9820451736450195,1.0,5.0,72.0,Offenbach,20220802
43,1R,Low,5.0,5.0,0.0,0.0,self,1.0499637126922607,1.0,6.0,73.0,Offenbach,20220802
44,1R,Low,1.0,1.0,0.0,0.0,self,1.016455888748169,1.0,11.0,78.0,Offenbach,20220802
45,1R,Low,7.0,7.0,0.0,1.0,self,0.9828140735626221,-1.0,12.0,79.0,Offenbach,20220802
46,1R,Low,7.0,7.0,0.0,0.0,self,1.3985838890075684,1.0,0.0,82.0,Offenbach,20220802
47,1R,Low,1.0,1.0,0.0,0.0,self,1.083578109741211,1.0,1.0,83.0,Offenbach,20220802
48,1R,Low,2.0,2.0,0.0,0.0,self,0.9828128814697266,1.0,2.0,84.0,Offenbach,20220802
49,1R,Med,9.0,9.0,0.0,0.0,self,1.4827759265899658,1.0,4.0,86.0,Offenbach,20220802
50,1R,Low,8.0,8.0,0.0,0.0,self,1.3659169673919678,1.0,5.0,87.0,Offenbach,20220802
51,1R,Med,11.0,11.0,0.0,0.0,self,1.04929780960083,1.0,6.0,88.0,Offenbach,20220802
52,1R,Low,1.0,1.0,0.0,0.0,self,1.5654346942901611,1.0,7.0,89.0,Offenbach,20220802
53,1R,Low,1.0,1.0,0.0,0.0,self,0.9664592742919922,1.0,8.0,90.0,Offenbach,20220802
54,1R,Low,2.0,2.0,0.0,1.0,self,1.317483901977539,-1.0,9.0,91.0,Offenbach,20220802
55,1R,Low,6.0,6.0,0.0,0.0,self,1.050065040588379,1.0,0.0,93.0,Offenbach,20220802
56,1R,Low,2.0,2.0,0.0,0.0,self,0.9669051170349121,1.0,1.0,94.0,Offenbach,20220802
57,1R,Low,5.0,5.0,0.0,0.0,self,0.9662349224090576,1.0,3.0,96.0,Offenbach,20220802
58,1R,Med,9.0,9.0,0.0,0.0,self,1.0677130222320557,1.0,4.0,97.0,Offenbach,20220802
59,1R,Low,2.0,2.0,0.0,0.0,self,1.016434907913208,1.0,9.0,102.0,Offenbach,20220802
60,1R,Low,1.0,1.0,0.0,0.0,self,0.999218225479126,1.0,10.0,103.0,Offenbach,20220802
61,1R,Low,4.0,4.0,0.0,0.0,self,1.0657620429992676,1.0,11.0,104.0,Offenbach,20220802
62,1R,Low,1.0,1.0,0.0,1.0,self,1.2654180526733398,-1.0,12.0,105.0,Offenbach,20220802
63,1R,Low,1.0,1.0,0.0,0.0,self,1.2663648128509521,1.0,0.0,108.0,Offenbach,20220802
64,1R,Low,1.0,1.0,0.0,0.0,self,1.1812269687652588,1.0,1.0,109.0,Offenbach,20220802
65,1R,Low,5.0,5.0,0.0,0.0,self,1.1655499935150146,1.0,2.0,110.0,Offenbach,20220802
66,1R,Low,4.0,4.0,0.0,0.0,self,1.0175869464874268,1.0,4.0,112.0,Offenbach,20220802
67,1R,Low,7.0,7.0,0.0,0.0,self,1.0338072776794434,1.0,5.0,113.0,Offenbach,20220802
68,1R,Low,5.0,5.0,0.0,0.0,self,1.298363208770752,1.0,6.0,114.0,Offenbach,20220802
69,1R,Low,7.0,7.0,0.0,0.0,self,0.9663238525390625,1.0,7.0,115.0,Offenbach,20220802
70,1R,Low,2.0,2.0,0.0,0.0,self,1.1159522533416748,1.0,0.0,117.0,Offenbach,20220802
71,1R,Med,9.0,9.0,0.0,0.0,self,1.267223834991455,1.0,1.0,118.0,Offenbach,20220802
72,1R,Low,5.0,5.0,0.0,0.0,self,1.2156097888946533,1.0,2.0,119.0,Offenbach,20220802
73,1R,Low,8.0,8.0,0.0,0.0,self,1.0338506698608398,1.0,3.0,120.0,Offenbach,20220802
74,1R,Low,4.0,4.0,0.0,0.0,self,1.1654131412506104,1.0,4.0,121.0,Offenbach,20220802
75,1R,Low,1.0,1.0,0.0,0.0,self,1.0156917572021484,1.0,5.0,122.0,Offenbach,20220802
76,1R,Low,5.0,5.0,0.0,0.0,self,1.432145118713379,1.0,6.0,123.0,Offenbach,20220802
