Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1678903984.0546718,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1678903986.272532,133,7.349310398101807,0,1,-1,-1,0.0,0.7333333333333333,"[1.250056266784668, 1.4169163703918457]",0.0,7.349310398101807,15,11,1.5359882193059502,0,8.349246263504028,2023_03_15_14_13_02,1,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,,,,,,,,,,,,
1,1,1678903995.153982,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678903997.321544,130,2.950103998184204,0,1,1,1,0.15,0.5,"[1.3664641380310059, 0.9998002052307129]",1.0,2.950103998184204,2,1,1.2914711409284587,0,3.949716091156006,2023_03_15_14_13_14,2,"[0, 0]","[2, 3]","[0, 0]","[2, 3]",1R,1R,0.0,2,,,,,,,,,,,,
2,2,1678904001.669922,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678904003.621032,117,4.382936716079712,1,0,1,1,0.15,1.0,"[1.1503198146820068, 0.9832420349121094]",1.0,4.382936716079712,7,7,0.9142732225818192,0,5.382879972457886,2023_03_15_14_13_20,3,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",1R,1R,1.0,3,,,,,,,,,,,,
3,3,1678904009.6861598,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1678904011.622001,116,7.232568025588989,0,1,1,-1,0.15,0.7333333333333333,"[1.0497782230377197, 1.133357048034668]",0.0,7.232568025588989,15,11,1.8018655601379767,0,8.232383251190186,2023_03_15_14_13_28,4,"[0, 1]","[2, 1]","[1, 1]","[1, 1]",1NR,1NR,2.0,4,,,,,,,,,,,,
4,4,1678904020.68533,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1678904022.519836,110,6.932816028594971,1,0,-1,-1,0.0,0.8,"[0.9993791580200195, 1.032616138458252]",0.0,6.932816028594971,15,12,1.9801493917873267,0,7.932720184326172,2023_03_15_14_13_39,5,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,2NR,3.0,5,,,,,,,,,,,,
5,5,1678904031.368521,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678904033.2526588,113,6.999217987060547,1,0,1,1,0.15,0.6,"[0.9826400279998779, 1.0826890468597412]",0.0,6.999217987060547,15,9,2.5005027691041954,0,7.99854302406311,2023_03_15_14_13_50,6,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRG,3NR,4.0,6,,,,,,,,,,,,
6,6,1678904042.11683,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1678904044.151464,122,7.233605146408081,1,0,-1,-1,0.0,0.7333333333333333,"[1.2336740493774414, 0.983605146408081]",0.0,7.233605146408081,15,11,2.1825027756354314,0,8.233244895935059,2023_03_15_14_14_01,7,"[1, 0]","[1, 2]","[1, 0]","[1, 5]",1NRO,4NR,5.0,7,,,,,,,,,,,,
7,7,1678904053.083094,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1678904055.551917,148,4.233494997024536,1,0,1,-1,0.15,0.8,"[1.666463851928711, 0.9828939437866211]",1.0,4.233494997024536,5,4,1.7654182158520058,0,5.249176025390625,2023_03_15_14_14_12,8,"[0, 1]","[4, 1]","[0, 0]","[4, 4]",1R,1R,6.0,8,,,,,,,,,,,,
8,8,1678904060.966272,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678904062.849959,113,6.649313926696777,1,0,1,1,0.15,0.6428571428571429,"[1.0829219818115234, 0.9829928874969482]",1.0,6.649313926696777,14,9,2.087157305996754,0,7.649751901626587,2023_03_15_14_14_19,9,"[0, 0]","[3, 3]","[0, 0]","[3, 3]",1R,1R,7.0,9,,,,,,,,,,,,
9,9,1678904071.33171,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678904073.116043,107,5.567402124404907,0,1,1,1,0.15,0.6363636363636364,"[0.9837472438812256, 0.9837472438812256]",1.0,5.567402124404907,11,7,1.8501134191346664,0,6.566179275512695,2023_03_15_14_14_30,10,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1R,1R,8.0,10,,,,,,,,,,,,
