,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,4.0,4.0,0.0,0.0,self,1.849329948425293,1.0,0.0,0.0,Offenbach,20221109
1,1R,Low,6.0,6.0,0.0,0.0,self,4.766036033630371,1.0,1.0,1.0,Offenbach,20221109
2,1R,Low,2.0,2.0,0.0,0.0,self,1.1832361221313477,1.0,2.0,2.0,Offenbach,20221109
3,1R,Low,3.0,3.0,0.0,0.0,self,2.1005420684814453,1.0,3.0,3.0,Offenbach,20221109
4,1R,Low,5.0,5.0,0.0,0.0,self,3.7993528842926025,1.0,5.0,5.0,Offenbach,20221109
5,1R,Low,2.0,2.0,0.0,0.0,self,1.716385841369629,1.0,6.0,6.0,Offenbach,20221109
6,1R,Low,4.0,4.0,1.0,0.0,self,1.3662490844726562,-1.0,7.0,7.0,Offenbach,20221109
7,1R,Low,4.0,4.0,0.0,0.0,self,2.532700300216675,1.0,10.0,10.0,Offenbach,20221109
8,1R,Low,2.0,2.0,0.0,0.0,self,1.5167810916900635,1.0,11.0,11.0,Offenbach,20221109
9,1R,Low,4.0,4.0,0.0,0.0,self,1.1667678356170654,1.0,12.0,12.0,Offenbach,20221109
10,1R,Low,4.0,4.0,0.0,1.0,self,1.8670730590820312,-1.0,14.0,14.0,Offenbach,20221109
11,1R,Low,2.0,2.0,0.0,0.0,self,1.7503130435943604,1.0,0.0,17.0,Offenbach,20221109
12,1R,Low,4.0,4.0,0.0,0.0,self,0.9673540592193604,1.0,1.0,18.0,Offenbach,20221109
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0493519306182861,1.0,2.0,19.0,Offenbach,20221109
14,1R,Low,1.0,1.0,0.0,0.0,self,1.0672471523284912,1.0,3.0,20.0,Offenbach,20221109
15,1R,Low,7.0,7.0,0.0,0.0,self,4.482764005661011,1.0,5.0,22.0,Offenbach,20221109
16,1R,Low,4.0,4.0,1.0,0.0,self,3.1159749031066895,-1.0,6.0,23.0,Offenbach,20221109
17,1R,Low,1.0,1.0,0.0,0.0,self,1.0842499732971191,1.0,8.0,25.0,Offenbach,20221109
18,1R,Low,3.0,3.0,0.0,0.0,self,1.0333821773529053,1.0,9.0,26.0,Offenbach,20221109
19,1R,Low,1.0,1.0,0.0,0.0,self,3.483255624771118,1.0,0.0,28.0,Offenbach,20221109
20,1R,Low,2.0,2.0,0.0,0.0,self,3.2492780685424805,1.0,1.0,29.0,Offenbach,20221109
21,1R,Low,5.0,5.0,0.0,0.0,self,2.199819803237915,1.0,5.0,33.0,Offenbach,20221109
22,1R,Low,3.0,3.0,0.0,0.0,self,5.6326398849487305,1.0,6.0,34.0,Offenbach,20221109
23,1R,Low,2.0,2.0,0.0,0.0,self,3.8678910732269287,1.0,7.0,35.0,Offenbach,20221109
24,1R,Low,2.0,2.0,0.0,0.0,self,4.415594100952148,1.0,8.0,36.0,Offenbach,20221109
25,1R,Low,5.0,5.0,1.0,0.0,self,2.7657716274261475,-1.0,9.0,37.0,Offenbach,20221109
26,1R,Low,4.0,4.0,0.0,0.0,self,6.298526048660278,1.0,11.0,39.0,Offenbach,20221109
27,1R,Low,3.0,3.0,0.0,1.0,self,3.749907970428467,-1.0,12.0,40.0,Offenbach,20221109
28,1R,Low,1.0,1.0,0.0,0.0,self,1.1172442436218262,1.0,0.0,42.0,Offenbach,20221109
29,1R,Low,3.0,3.0,0.0,0.0,self,1.4829981327056885,1.0,2.0,44.0,Offenbach,20221109
30,1R,Low,6.0,6.0,0.0,0.0,self,1.049954891204834,1.0,3.0,45.0,Offenbach,20221109
31,1R,Low,1.0,1.0,0.0,0.0,self,0.9676668643951416,1.0,4.0,46.0,Offenbach,20221109
32,1R,Low,2.0,2.0,0.0,0.0,self,1.1661911010742188,1.0,5.0,47.0,Offenbach,20221109
33,1R,Low,8.0,8.0,0.0,0.0,self,1.183002233505249,1.0,6.0,48.0,Offenbach,20221109
34,1R,Low,2.0,2.0,0.0,0.0,self,1.1994168758392334,1.0,7.0,49.0,Offenbach,20221109
35,1R,Med,9.0,9.0,0.0,1.0,self,1.133375883102417,-1.0,9.0,51.0,Offenbach,20221109
36,1R,Low,2.0,2.0,0.0,0.0,self,1.050494909286499,1.0,0.0,53.0,Offenbach,20221109
37,1R,Low,4.0,4.0,0.0,0.0,self,1.6661098003387451,1.0,1.0,54.0,Offenbach,20221109
38,1R,Low,2.0,2.0,0.0,0.0,self,2.7495460510253906,1.0,2.0,55.0,Offenbach,20221109
39,1R,Low,2.0,2.0,0.0,0.0,self,1.7497460842132568,1.0,3.0,56.0,Offenbach,20221109
40,1R,Low,3.0,3.0,0.0,0.0,self,1.133249044418335,1.0,4.0,57.0,Offenbach,20221109
41,1R,Low,3.0,3.0,0.0,0.0,self,2.4335122108459473,1.0,5.0,58.0,Offenbach,20221109
42,1R,Low,6.0,6.0,0.0,0.0,self,1.9165160655975342,1.0,6.0,59.0,Offenbach,20221109
43,1R,Low,5.0,5.0,0.0,0.0,self,1.6166329383850098,1.0,12.0,65.0,Offenbach,20221109
44,1R,Low,1.0,1.0,0.0,1.0,self,1.233219861984253,-1.0,16.0,69.0,Offenbach,20221109
45,1R,Low,2.0,2.0,0.0,0.0,self,1.482755184173584,1.0,0.0,72.0,Offenbach,20221109
46,1R,Low,7.0,7.0,0.0,0.0,self,1.332982063293457,1.0,1.0,73.0,Offenbach,20221109
47,1R,Low,1.0,1.0,0.0,0.0,self,1.3998489379882812,1.0,2.0,74.0,Offenbach,20221109
48,1R,Low,5.0,5.0,0.0,0.0,self,1.0499091148376465,1.0,3.0,75.0,Offenbach,20221109
49,1R,Low,2.0,2.0,0.0,0.0,self,1.1170880794525146,1.0,6.0,78.0,Offenbach,20221109
50,1R,Low,1.0,1.0,0.0,0.0,self,1.3499658107757568,1.0,7.0,79.0,Offenbach,20221109
51,1R,Low,5.0,5.0,0.0,0.0,self,1.1501078605651855,1.0,8.0,80.0,Offenbach,20221109
52,1R,Med,10.0,10.0,0.0,0.0,self,1.1991040706634521,1.0,11.0,83.0,Offenbach,20221109
53,1R,Low,6.0,6.0,0.0,0.0,self,1.0828490257263184,1.0,12.0,84.0,Offenbach,20221109
54,1R,Low,7.0,7.0,0.0,1.0,self,1.4324862957000732,-1.0,14.0,86.0,Offenbach,20221109
55,1R,Low,2.0,2.0,0.0,0.0,self,3.4990458488464355,1.0,0.0,89.0,Offenbach,20221109
56,1R,Low,2.0,2.0,0.0,0.0,self,2.9833829402923584,1.0,3.0,92.0,Offenbach,20221109
57,1R,Low,2.0,2.0,0.0,0.0,self,1.966318130493164,1.0,4.0,93.0,Offenbach,20221109
58,1R,Low,3.0,3.0,0.0,0.0,self,3.2829620838165283,1.0,5.0,94.0,Offenbach,20221109
59,1R,Low,6.0,6.0,0.0,0.0,self,2.1998016834259033,1.0,6.0,95.0,Offenbach,20221109
60,1R,Low,4.0,4.0,0.0,0.0,self,3.9168508052825928,1.0,11.0,100.0,Offenbach,20221109
61,1R,Low,3.0,3.0,0.0,1.0,self,1.9164056777954102,-1.0,12.0,101.0,Offenbach,20221109
62,1R,Low,1.0,1.0,0.0,0.0,self,1.0332670211791992,1.0,0.0,106.0,Offenbach,20221109
63,1R,Low,1.0,1.0,0.0,0.0,self,1.0164790153503418,1.0,1.0,107.0,Offenbach,20221109
64,1R,Low,6.0,6.0,0.0,0.0,self,1.0664081573486328,1.0,2.0,108.0,Offenbach,20221109
65,1R,Low,3.0,3.0,0.0,0.0,self,1.2159419059753418,1.0,3.0,109.0,Offenbach,20221109
66,1R,Low,2.0,2.0,0.0,0.0,self,1.0168919563293457,1.0,4.0,110.0,Offenbach,20221109
67,1R,Low,2.0,2.0,0.0,0.0,self,1.2833311557769775,1.0,5.0,111.0,Offenbach,20221109
68,1R,Low,7.0,7.0,0.0,0.0,self,1.100287914276123,1.0,6.0,112.0,Offenbach,20221109
69,1R,Low,4.0,4.0,0.0,1.0,self,1.5827691555023193,-1.0,7.0,113.0,Offenbach,20221109
70,1R,Low,3.0,3.0,0.0,0.0,self,2.449954032897949,1.0,0.0,116.0,Offenbach,20221109
71,1R,Low,2.0,2.0,0.0,0.0,self,1.3501269817352295,1.0,1.0,117.0,Offenbach,20221109
72,1R,Low,6.0,6.0,0.0,0.0,self,1.0325369834899902,1.0,2.0,118.0,Offenbach,20221109
73,1R,Low,1.0,1.0,0.0,0.0,self,1.3325090408325195,1.0,3.0,119.0,Offenbach,20221109
74,1R,Low,4.0,4.0,0.0,0.0,self,0.9664168357849121,1.0,4.0,120.0,Offenbach,20221109
75,1R,Low,6.0,6.0,0.0,0.0,self,1.4494478702545166,1.0,5.0,121.0,Offenbach,20221109
76,1R,Low,8.0,8.0,0.0,0.0,self,1.1495769023895264,1.0,0.0,126.0,Offenbach,20221109
77,1R,Low,3.0,3.0,0.0,0.0,self,0.9666299819946289,1.0,1.0,127.0,Offenbach,20221109
78,1R,Low,2.0,2.0,0.0,0.0,self,1.1172351837158203,1.0,2.0,128.0,Offenbach,20221109
79,1R,Low,1.0,1.0,0.0,0.0,self,1.0834980010986328,1.0,4.0,130.0,Offenbach,20221109
80,1R,Low,2.0,2.0,0.0,0.0,self,1.1001079082489014,1.0,5.0,131.0,Offenbach,20221109
81,1R,Low,1.0,1.0,0.0,0.0,self,0.9823639392852783,1.0,7.0,133.0,Offenbach,20221109
